Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_corr,bin_frac_05_corr,n_systems,e_bin_frac,e_bin_frac_05
ASCC_10,51.9055,35.011,0.642,0.003,8.292,0.088,0.004,0.028,0.793,0.068,109,-1.35456,0.48142,1.25945,0.31552,-0.10962,0.06576,1.40198,0.09958,229,45,0.4587155963302752,0.51823,0.26538,1.53993,6.46874,0.34689,0.00332,0.2568807339449541,159.0,4.620835225892515,0.7684853895531584,51.50439541445623,13.80909263603292,3.80325729045677,1.2781630567259643,0.4770538696468246,0.26380814793177243,109,0.047727782958986685,0.052612010990986606
ASCC_105,295.5766,27.4244,0.552,0.002,8.117,0.053,-0.252,0.066,0.765,0.006,183,-1.60944,0.48663,0.85774,0.7519,-0.2,0.10014,1.46344,0.0994,304,60,0.7808988764044944,0.70889,0.21848,1.12542,5.59048,0.21638,0.05084,0.6348314606741573,327.0,4.367208272967956,0.5891684793963814,71.97247586765181,16.203968902771184,1.8190035943835363,0.465826852494724,0.699051871470025,0.5687334682592629,183,0.03779247744416307,0.05580748463560229
ASCC_107,297.1882,21.9844,0.847,0.008,7.652,0.359,0.253,0.187,1.463,0.204,108,-1.70302,0.30111,2.96674,0.39483,-0.16713,0.02491,1.34837,0.05922,409,81,0.7962962962962963,0.78835,0.22252,1.30286,3.00649,0.37446,0.00101,0.6574074074074074,194.0,2.217539343375912,0.2764582955329203,14.917878122106565,3.1566609712946945,3.0081046799017863,2.566760512386569,0.5231719603051358,0.3530268058378314,108,0.08848416616012542,0.09983776467885913
ASCC_108,298.4716,39.2269,1.157,0.003,8.241,0.071,-0.097,0.033,0.655,0.05,578,-2.09687,0.31721,1.99048,0.21577,-0.10409,0.02325,1.85483,0.05126,935,187,0.5508771929824562,0.59206,0.24218,1.04515,14.36767,0.11909,0.03634,0.3701754385964912,900.0,15.671585198727856,0.994455076906157,635.7463242720779,87.76978236776748,0.2739782845596412,0.0586254911319201,0.43850849000041475,0.24980707199350222,578,0.037622093977302144,0.06262168477675142
ASCC_11,53.0538,44.8967,0.826,0.005,8.443,0.194,-0.121,0.044,0.975,0.101,343,-2.03576,0.31698,1.91101,0.19597,-0.11307,0.02372,1.70787,0.05321,529,105,0.4912280701754385,0.60459,0.23087,1.26139,7.17919,0.13528,0.11318,0.3538011695906433,512.0,4.0710129080289965,0.3689007668057157,70.40830728639267,11.849712513767408,3.938910352397889,1.8802556817014413,0.4886348439258052,0.34339806714303756,343,0.02699330730393235,0.05266707034639218
ASCC_113,318.0091,38.6407,0.558,0.0,8.493,0.088,0.001,0.025,0.245,0.049,264,-1.07001,0.15283,1.64677,0.16999,-0.17986,0.02541,1.61565,0.02915,413,82,0.3984674329501915,0.54707,0.25176,1.22491,3.84242,0.17394,0.03741,0.2222222222222222,371.0,4.821042530072044,0.3654505893629758,79.20520469653174,11.955537137810872,3.9286765926914855,0.9926572421215308,0.5434876578365517,0.36602770790711564,264,0.050763875031245534,0.06617667412740205
ASCC_114,324.9969,53.9725,0.9,0.006,8.103,0.089,0.059,0.055,1.208,0.091,202,-1.88272,0.44541,1.77319,0.46454,-0.0781,0.04322,1.70778,0.09636,432,86,0.6767676767676768,0.72418,0.22917,1.63188,3.65671,0.36691,0.0,0.5606060606060606,340.0,2.9057061463490013,0.2888396023221471,33.79901322321326,6.05939508638202,3.750558803258842,1.0212040718541455,0.522699720469789,0.297781662080243,202,0.05452070978072389,0.08956712429694333
ASCC_115,329.2888,51.5256,0.747,0.003,8.308,0.187,0.049,0.063,0.907,0.09,66,-1.99703,0.3183,1.74194,0.21759,-0.03223,0.02622,1.41078,0.06483,140,28,0.5692307692307692,0.54377,0.22284,1.34019,2.9261,0.30138,0.07808,0.3846153846153846,104.0,3.24438038123677,0.3890995363847065,28.23482459597699,5.811326203424451,7.198050776011547,3.435246275495052,0.5669401722010019,0.3489829847867765,66,0.06095292527741786,0.05315377668611882
ASCC_12,72.4597,41.8028,1.014,0.012,8.496,0.318,-0.112,0.033,1.009,0.084,176,-2.16489,0.36861,2.08275,0.32005,-0.11315,0.02766,1.45514,0.05542,359,71,0.4431818181818182,0.65416,0.26551,0.9636,6.9973,0.30248,0.00148,0.3238636363636363,254.0,4.360444117660157,0.6503770437302471,54.131269850272666,13.24102892311157,5.788310034075076,4.468571623187028,0.5558194109131347,0.35365370015060466,176,0.04887018262895923,0.053211447089344804
ASCC_127,347.2824,64.9754,0.332,0.013,7.549,0.107,-0.005,0.044,0.575,0.055,185,-1.55944,0.42522,0.70514,0.31871,-0.2,0.08419,1.35808,0.10481,207,41,0.4277777777777777,0.65524,0.23954,1.04764,3.44143,0.17847,0.33502,0.2944444444444444,267.0,3.101229064452212,0.3702096870756908,44.46584981385906,9.0987990997857,0.7961105940071375,0.2549699860331292,0.5117309576630859,0.37450806060649283,185,0.04321368816505724,0.05702322394136999
ASCC_128,349.7955,54.3994,0.644,0.001,8.388,0.1,-0.052,0.055,0.681,0.069,124,-1.06111,0.31077,1.41577,0.35114,-0.2,0.05747,1.37322,0.06159,241,48,0.5163934426229508,0.54723,0.2516,1.59254,5.91828,0.54013,0.0,0.3032786885245901,189.0,5.915733329659688,0.8071262418606746,82.99270771239087,18.889037574509555,2.9441509019823986,0.95319666013112,0.5154291451919952,0.30725875404321423,124,0.04487718500736455,0.052612010990986606
ASCC_13,78.2872,44.4252,1.08,0.004,8.134,0.053,-0.12,0.05,0.882,0.049,293,-1.6535,0.21898,2.01464,0.25174,-0.1612,0.02454,1.58473,0.04307,576,115,0.6193771626297578,0.66179,0.25884,1.41437,10.89127,0.27317,7e-05,0.4498269896193771,476.0,11.842785247289362,0.8390411025885507,315.5695545705566,46.01166310552536,0.4314245980790751,0.0820298830592468,0.496570085537451,0.3399513030901214,293,0.04410156491629362,0.06052960735313146
ASCC_16,81.2316,1.6235,0.342,0.001,7.301,0.072,0.18,0.019,0.038,0.053,481,-1.92132,0.29318,0.73142,0.26905,-0.2,0.04743,1.58897,0.0682,441,88,0.3978947368421052,0.68666,0.2121,1.07665,2.38865,0.12508,0.43509,0.3263157894736842,676.0,2.804166321846322,0.2622124516688967,55.316958947943625,9.52162166380681,0.3615278040708505,0.0863992746903358,0.4329328424255284,0.3045867988353148,481,0.024207059310538487,0.05292612421884661
ASCC_21,82.1709,3.4393,0.339,0.0,7.011,0.035,-0.118,0.04,0.283,0.065,324,-1.01211,0.33296,0.01289,0.28135,-0.2,0.22471,1.46231,0.15549,367,73,0.2507936507936508,0.67624,0.2231,1.11475,2.08445,0.17204,0.17871,0.2095238095238095,412.0,3.1632762100415426,0.3577295241975696,48.57385287481284,9.551461505545694,0.2111530927749901,0.044872539975961,0.5616875967710098,0.39916235795270905,324,0.09145200571162512,0.07482805927166757
ASCC_23,94.9038,46.6552,0.604,0.001,8.489,0.084,-0.069,0.046,0.376,0.044,165,-2.48028,0.52298,1.47645,0.29169,-0.09926,0.03635,1.52865,0.08211,248,49,0.5182926829268293,0.60778,0.20757,1.1971,5.59729,0.22107,0.07295,0.4024390243902439,251.0,2.902844604651536,0.3137315044393874,35.048324875197444,6.653746267306795,8.796962369038159,2.384143726356824,0.6022360766793731,0.42711243248162234,165,0.045011831249079655,0.053036675373513704
ASCC_29,103.556,-1.6495,0.988,0.011,8.129,0.085,-0.077,0.025,0.245,0.023,83,-1.41007,0.31793,1.81771,0.38568,-0.15249,0.04727,1.29508,0.06739,183,36,0.4096385542168674,0.42954,0.28635,1.19496,2.22426,0.23036,0.19328,0.1927710843373494,117.0,2.3433113185584444,0.3151448885106135,16.531600693755156,3.7102307120353415,8.141137564279232,2.4243129620491874,0.5163732889463682,0.29508053164564846,83,0.06014894195224488,0.05928251429074025
ASCC_30,104.2999,-6.3039,1.054,0.014,8.284,0.061,-0.115,0.066,0.662,0.087,158,-1.41979,0.24605,2.05389,0.30804,-0.12818,0.03204,1.48195,0.05173,325,65,0.4038461538461538,0.62057,0.24829,1.40977,7.19653,0.25831,0.00975,0.25,223.0,6.735968650014217,1.0552513924179343,98.6818795508954,25.20153000008488,1.9487789831955145,0.5679883153010719,0.5418009163227848,0.3418046137968276,158,0.054757188303119805,0.05839362054087388
ASCC_41,116.5811,0.1407,0.292,0.0,8.0,0.0,-0.036,0.0,0.01,0.0,172,-2.11335,1.39517,0.05369,0.41894,-0.14519,0.15969,1.19448,0.16989,126,25,0.2339181286549707,0.63534,0.22267,1.04543,5.29042,0.29202,0.06808,0.175438596491228,213.0,2.8366607818373057,0.4018454724599143,41.79643374237283,9.801671203660886,2.3925486230807524,0.5610759780788364,0.38126255897903855,0.2728839424047671,172,0.052545056283316356,0.058601978343227806
ASCC_67,175.2573,-60.9841,1.878,0.051,7.933,0.054,0.122,0.062,0.826,0.032,379,-1.60191,0.27407,1.99674,0.2166,-0.04045,0.0276,1.89361,0.07108,869,173,0.5424657534246575,0.58768,0.27033,1.21626,5.69254,0.17306,0.01061,0.3342465753424657,591.0,8.894887862150073,0.4312759212121815,199.4169621646131,24.583849352004744,0.4297717886821025,0.0752505180192428,0.5106715860621669,0.3388433621132863,379,0.02712792763761909,0.052612010990986606
ASCC_71,185.0383,-67.4613,1.236,0.023,8.071,0.045,-0.069,0.079,1.001,0.065,179,-1.65611,0.28705,1.88024,0.23971,-0.08666,0.03114,1.52766,0.0673,432,86,0.4827586206896552,0.53279,0.23116,1.28177,5.43335,0.21352,0.02771,0.2758620689655172,268.0,3.987191733014404,0.527690782608349,45.00345945017592,9.994183189473858,2.616701000118788,0.6412468240085284,0.4915060183559434,0.2863350690900243,179,0.037349529387556375,0.052612010990986606
ASCC_77,212.7274,-62.3329,1.079,0.012,8.162,0.074,0.124,0.036,0.824,0.04,225,-1.54661,0.20111,1.9522,0.19803,-0.09789,0.02252,1.70897,0.04153,480,96,0.6621621621621622,0.6184,0.24189,1.39679,3.39075,0.25984,0.00076,0.4459459459459459,375.0,2.4946626051823886,0.3062307217469606,27.58298585914489,5.779568694515843,5.264519312749857,1.421786931977503,0.4879258304482133,0.26452576855323445,225,0.059647572109028414,0.0736413698598599
ASCC_85,251.6975,-45.5185,0.847,0.006,8.267,0.09,0.056,0.036,0.747,0.026,222,-1.3284,0.19297,2.35252,0.33897,-0.17087,0.02854,1.57407,0.0401,383,76,0.4377880184331797,0.5491,0.26671,1.2002,5.24794,0.26672,0.00063,0.2811059907834101,322.0,4.803612805806576,0.4269161718284667,73.06903048173665,12.142606323301557,2.53085145209405,0.6722788686622942,0.47552777907085964,0.30973336969013315,222,0.03484944417556387,0.05318865340990154
ASCC_9,41.6957,57.7834,2.119,0.05,7.265,0.062,-0.106,0.079,2.579,0.031,537,-1.446,0.19806,2.057,0.22399,0.06421,0.0275,2.14026,0.0837,2154,430,0.5711610486891385,0.69543,0.256,1.38876,8.17966,0.33491,0.00033,0.4288389513108614,845.0,10.93287343017632,0.4861726533560119,231.6278746204412,27.80714339444159,0.0794710914860894,0.0148235899387281,0.4690978682989835,0.2920414961968005,537,0.03576006040150775,0.06582092193646011
ASCC_97,279.2937,-19.1604,0.561,0.003,8.07,0.167,0.075,0.08,1.508,0.065,140,-1.65519,0.34009,1.99606,0.33945,-0.08945,0.03523,1.5119,0.08099,280,56,0.5036496350364964,0.6588,0.20684,1.2071,1.30372,0.25134,0.02373,0.3868613138686131,212.0,1.5738429697796794,0.2350240401566669,11.544968727791884,2.832040921339376,10.176706257429975,4.641730378106288,0.5202058468979521,0.3429306400216851,140,0.04240607822659271,0.054004019375218364
Alessi_12,310.8453,23.933,0.534,0.0,8.369,0.114,0.003,0.019,0.272,0.035,369,-1.74628,0.27375,1.47123,0.32272,-0.2,0.03575,1.6195,0.04941,485,97,0.4850948509485094,0.68616,0.22802,1.03225,6.76948,0.10309,0.41607,0.3414634146341463,548.0,5.782299614891967,0.4090925233452014,131.54633437846817,19.181526403242906,1.777956983529737,0.533877877473513,0.4965281082281693,0.34869321956148536,369,0.026183150585447432,0.05262945605579442
Alessi_2,71.5109,55.2127,0.602,0.002,8.502,0.034,-0.086,0.022,0.923,0.058,219,-2.05429,0.51569,1.35334,0.20437,-0.08663,0.03947,1.64342,0.0833,317,63,0.547945205479452,0.61736,0.21988,1.14539,7.16951,0.16909,0.12186,0.3789954337899543,339.0,4.633883528926556,0.5411863376644497,79.27525501086956,15.966327901134589,4.007396848126429,0.8659356434175531,0.6214522414542187,0.4941617107990783,219,0.03982630270509179,0.06187453932260699
Alessi_21,107.723,-9.3886,0.557,0.0,8.0,0.0,-0.048,0.0,0.372,0.0,236,-1.67696,0.37049,1.3643,0.45012,-0.2,0.05681,1.52746,0.08254,386,77,0.5338983050847458,0.65148,0.24133,1.14623,3.85042,0.22131,0.02398,0.4110169491525424,362.0,4.047508631033441,0.4886771175975867,61.79855888982394,12.776995937525806,1.618160711130539,0.3345584946283149,0.49997497771169447,0.34184876335046577,236,0.033933244059701856,0.05608689430194506
Alessi_37,341.9395,46.3409,0.698,0.002,8.417,0.127,-0.009,0.044,0.647,0.061,187,-1.64751,0.27735,1.86685,0.23767,-0.1489,0.028,1.47249,0.05078,309,61,0.5294117647058824,0.60384,0.23877,1.13927,5.79351,0.15367,0.25633,0.3368983957219251,286.0,4.699425983229597,0.5542341316975818,71.66527253014635,14.517852165795082,3.644947213869013,1.2966610280279809,0.6444933727245958,0.44212370491260294,187,0.04866539169968896,0.060466612825969476
Alessi_6,220.0055,-66.0743,0.859,0.007,8.624,0.093,-0.191,0.044,1.225,0.085,265,-1.45521,0.25521,2.04146,0.19788,-0.09775,0.02365,1.69811,0.0485,598,119,0.5660377358490566,0.62396,0.21866,1.30664,6.74063,0.35045,0.0,0.4415094339622641,415.0,3.355142860591198,0.2624078352972895,41.8099759592028,6.43153063496497,10.062828756347049,2.6532125485822964,0.5020109726369062,0.3047414447020551,265,0.03498759900790675,0.06570894585935948
Alessi_62,284.0491,21.5531,0.607,0.002,8.936,0.014,0.035,0.059,0.864,0.094,157,-1.75713,0.33602,2.1294,0.1862,-0.10389,0.02212,1.54767,0.0464,285,57,0.5414012738853503,0.63907,0.22125,1.12399,2.64559,0.30272,0.0015,0.4012738853503185,242.0,2.394800366771722,0.3300115812137443,23.80865872805742,5.4670292706835095,36.24641596252498,8.40464875277812,0.5614474158162394,0.36925997941994493,157,0.04010579325878944,0.053380961470429325
Alessi_8,232.5152,-51.2035,0.65,0.003,8.32,0.067,-0.051,0.054,0.335,0.046,80,-1.12576,0.40624,1.76437,0.49104,-0.2,0.06244,1.24241,0.0807,163,32,0.525,0.49937,0.23773,1.27588,2.8655,0.37656,0.00631,0.25,122.0,2.739685746611455,0.3917517603147592,22.84161033444473,5.38791254796935,9.146886319584132,2.5780639363194684,0.558413702435741,0.33218192905655236,80,0.05618042363670819,0.056933809819084615
Alessi_Teutsch_11,304.2059,52.0102,0.638,0.002,8.253,0.13,0.024,0.039,0.257,0.047,137,-1.54694,0.28352,1.32519,0.16617,-0.11956,0.03455,1.44864,0.05898,217,43,0.5109489051094891,0.54755,0.25307,1.46606,3.08545,0.37954,0.00013,0.2992700729927007,207.0,2.085945418558686,0.2745780345966673,19.643977307183853,4.339606538427996,9.115291806921734,3.3911403736473926,0.43618791801303364,0.2849241358204958,137,0.04771229043719966,0.052612010990986606
Alessi_Teutsch_3,118.2504,-52.99,0.684,0.002,8.173,0.17,-0.039,0.02,0.744,0.043,133,-1.79785,0.33525,2.00294,0.4135,-0.2,0.03818,1.29049,0.06,235,47,0.4210526315789473,0.61624,0.28286,1.30663,6.08985,0.26923,0.02904,0.2481203007518796,189.0,3.9492215840378986,0.6546228634192091,45.84256339827522,12.285621353696392,3.248860812541192,1.5412298641089348,0.48570377939631276,0.2949945075484415,133,0.046089806466700196,0.05417680911468443
Antalova_2,262.4912,-32.5176,1.184,0.03,6.76,0.073,0.019,0.045,1.336,0.118,76,-1.03702,0.27772,1.98288,0.5825,-0.2,0.05724,1.11734,0.1015,161,32,0.618421052631579,0.67685,0.20924,1.09704,1.61058,0.29724,0.21455,0.4342105263157895,123.0,1.370608275750451,0.5453563339898271,8.182025022956822,4.950596567239188,0.7032976991913477,0.4416510963424899,0.5322989220542603,0.2712457745845148,76,0.06003094557227305,0.06921037734396947
BDSB96,106.3591,-12.3197,1.083,0.017,6.685,0.055,0.003,0.088,1.13,0.24,88,-1.34855,0.18232,2.47245,0.47512,-0.19479,0.03008,1.26601,0.05095,181,36,0.5454545454545454,0.74547,0.19682,1.28536,1.14772,0.15152,0.82128,0.4318181818181818,136.0,0.7889226015982812,0.3308501679749547,3.632384876024664,2.3133452017307383,1.332932451018198,0.8655213093192591,0.45633645596574385,0.24435698795292543,88,0.0575638769096429,0.07497383026280588
BH_164,222.1841,-66.3594,0.399,0.007,7.769,0.052,-0.003,0.021,0.422,0.05,377,-1.56942,0.37022,0.58761,0.38287,-0.2,0.08407,1.53209,0.08933,432,86,0.493368700265252,0.57299,0.21439,1.02423,4.32456,0.06277,0.96066,0.2970822281167108,563.0,3.191413299087139,0.2626751746888028,58.42367168938546,9.265276186091846,1.0055673249247583,0.1998181289843108,0.40525977296823307,0.2809468962236844,377,0.03589123607413795,0.052805694021837796
BH_200,252.4797,-44.1808,2.038,0.043,7.416,0.065,0.13,0.028,2.596,0.025,261,-1.5479,0.37883,1.72685,0.31103,0.03562,0.0455,1.86878,0.11607,976,195,0.4789272030651341,0.61987,0.26478,1.2545,2.20769,0.4059,9e-05,0.2911877394636015,386.0,1.8561951901198737,0.1734097077414124,12.706094674217937,2.1866606002576803,2.0511050931228065,0.4678019485869997,0.5394655233476197,0.3649558639972719,261,0.03512378954690736,0.05674286537395191
BH_205,254.0465,-40.635,1.616,0.031,6.78,0.064,0.148,0.045,1.445,0.038,598,-1.18491,0.12323,2.56314,0.28953,-0.13726,0.0225,1.91893,0.04323,1643,328,0.6086956521739131,0.7536,0.2346,1.13882,2.10006,0.0455,0.89492,0.4565217391304347,962.0,3.127394905474492,0.2033053117526538,45.18771135081192,6.305599802423706,0.1333458960548865,0.0270625305126301,0.4566085096611158,0.28189723252449084,598,0.04713425678748314,0.07319682384100723
BH_23,123.53,-36.2622,0.432,0.001,7.449,0.423,-0.013,0.034,0.141,0.425,166,-1.48794,0.48532,0.1394,0.44152,-0.2,0.16789,1.22225,0.15773,181,36,0.536144578313253,0.66718,0.22559,1.32364,3.90639,0.33649,0.01966,0.3734939759036144,255.0,2.30882209304455,0.5599191557089315,29.463416727979403,11.111183573062446,0.9543702471304588,0.996794507973987,0.5079964420063162,0.3567377456122599,166,0.03927100834537476,0.05269815203200051
BH_87,151.1534,-55.3638,2.041,0.084,7.389,0.193,0.027,0.054,1.942,0.046,314,-2.49915,0.27092,2.64531,0.28947,0.01233,0.01871,1.92604,0.05934,909,181,0.5573248407643312,0.74487,0.2396,0.92598,2.71775,0.19596,0.00941,0.4235668789808917,489.0,2.0803416346382866,0.1601273833040402,18.90270299275984,2.881817506702526,1.2956153639946588,0.6087090339210555,0.5383610637759895,0.3689035058890216,314,0.02837608013223035,0.05484097708666994
BH_90,153.0698,-58.0717,2.384,0.082,7.696,0.292,0.01,0.056,1.979,0.097,243,-2.02665,0.36037,1.63764,0.20488,0.04633,0.031,1.83494,0.10706,594,118,0.6666666666666666,0.664,0.25978,1.13465,1.76166,0.13365,0.45127,0.4444444444444444,405.0,1.5680880392967085,0.1465266643959092,13.143484386958132,2.257919425642809,3.77823952028344,2.6219263249879563,0.4877773137450565,0.29917678658045105,243,0.059339206330917514,0.06791712390367773
BH_92,154.7782,-56.42,2.301,0.05,7.449,0.195,-0.009,0.036,1.897,0.06,73,-1.18355,0.3544,1.55179,0.34701,0.02499,0.06203,1.43735,0.12313,215,43,0.5205479452054794,0.59808,0.28772,1.07144,0.80176,0.375,0.0363,0.3287671232876712,111.0,0.6765392904316514,0.1704089967979468,2.2758242394453707,0.889471113309786,12.355527204878587,7.354979243792377,0.449444660385955,0.23310529325743615,73,0.06158727097678045,0.057391104224172526
Basel_11a,109.3146,-13.9862,1.317,0.027,8.036,0.112,-0.126,0.043,0.582,0.047,145,-1.88476,0.34415,2.0336,0.28379,-0.13203,0.03374,1.34605,0.06998,242,48,0.5310344827586206,0.57756,0.25485,1.35629,2.06367,0.31021,0.00187,0.3241379310344827,222.0,1.611217091230592,0.2034895741069272,13.331695242268918,2.8507446743128786,8.14919336119002,2.7300550151478533,0.5190423424174074,0.3517019518957544,145,0.041442678391667764,0.0529108452132601
Basel_11b,89.5399,21.9688,1.66,0.028,8.456,0.045,-0.093,0.049,1.918,0.054,116,-1.80688,0.53805,1.48111,0.27899,-0.01582,0.0503,1.42379,0.12911,412,82,0.6120689655172413,0.56621,0.26824,1.36332,1.88184,0.2729,0.02426,0.3620689655172414,187.0,1.8436622381958936,0.21118543513557,10.953634983687529,2.174931889245051,26.08805704800781,5.84288758773712,0.5236584119489542,0.3546078302056393,116,0.05151230649651838,0.052612010990986606
Basel_17,167.6268,-59.082,2.118,0.087,7.913,0.051,0.016,0.064,0.781,0.033,230,-1.82649,0.27998,2.48042,0.3398,-0.09258,0.02677,1.59448,0.06054,798,159,0.5869565217391305,0.66308,0.23385,1.32803,3.6326,0.30528,5e-05,0.408695652173913,365.0,4.99933049153853,0.4318430675628714,59.39106750591922,9.70701681252619,1.3780940846924798,0.2773485652778253,0.550167818013745,0.3674311881353738,230,0.03398462166538653,0.0537917657237977
Basel_18,202.0204,-62.3073,1.722,0.045,7.381,0.046,0.094,0.052,1.154,0.047,117,-1.44976,0.19738,2.10409,0.30076,-0.06571,0.03582,1.47719,0.05353,362,72,0.5982905982905983,0.68921,0.26537,1.32069,2.46778,0.30162,0.00839,0.4102564102564102,187.0,2.3550237091517223,0.5121820653224217,16.870325886525045,5.753599334135457,1.4252023441511514,0.5089646717719536,0.5489402134627989,0.3814802353663404,117,0.046830126921338075,0.05306250573996258
Berkeley_1,2.4542,60.469,3.541,0.152,8.179,0.475,-0.141,0.045,2.05,0.083,112,-2.14327,0.66169,1.50843,0.2296,0.05669,0.04472,1.61472,0.17761,617,123,0.8303571428571429,0.58797,0.25308,,,,,0.5089285714285714,205.0,1.88813017091362,0.3086695737625238,9.957481081470126,2.6357692277698668,15.165282683531853,17.065546755578676,0.5308523757544266,0.3047796733176658,112,0.09085740858804678,0.07672909057315916
Berkeley_10,54.8992,66.4809,2.093,0.053,8.895,0.02,-0.116,0.055,2.649,0.07,235,-0.9677,0.59563,1.53781,0.20883,0.07311,0.04776,1.81732,0.12747,882,176,0.6468085106382979,0.72911,0.29462,1.1908,3.50343,0.12949,0.58448,0.4425531914893617,387.0,2.4924645200975246,0.2183310562934582,20.840659842372165,3.438346514967316,37.678060126175566,6.453848269728019,0.5571717164907889,0.3838103163272943,235,0.04101656752854839,0.05507040061767816
Berkeley_11,65.1311,44.9242,2.436,0.147,7.794,0.311,-0.15,0.025,2.75,0.04,150,-1.75295,0.28412,2.00813,0.29483,0.07445,0.02853,1.76069,0.08416,514,102,0.6266666666666667,0.69239,0.23234,2.12512,1.86439,0.49882,0.01841,0.4866666666666667,244.0,1.5840886282272932,0.1918382904838854,9.599188036057992,1.9869034757852533,6.482842953295382,4.832429362800601,0.5093067206483802,0.2746837600883902,150,0.05128004347949853,0.08032533549720111
Berkeley_15,75.4981,44.5009,2.14,0.118,7.468,0.288,-0.138,0.029,2.856,0.071,212,-2.30931,0.44534,1.54577,0.23747,0.10723,0.03239,1.99598,0.13395,544,108,0.5707547169811321,0.6797,0.27264,1.5163,4.23204,0.294,0.04549,0.4056603773584906,333.0,2.2909023164812203,0.2604758308690715,20.73896354924789,4.0925094546736975,1.416488169712833,0.9800434584267752,0.5146595350941083,0.29148290909570224,212,0.0370632482146408,0.06209748871104275
Berkeley_28,103.0329,2.9227,3.585,0.239,8.525,0.084,-0.257,0.053,2.122,0.075,137,-2.55232,0.51826,1.79146,0.17769,0.09913,0.02373,1.88719,0.13099,356,71,0.7518248175182481,0.66125,0.25485,,,0.21573,0.65448,0.4890510948905109,240.0,1.8118922593601472,0.2374915371838022,13.928736587886233,3.0706355467503603,24.048515602567004,7.0528125175287455,0.539209439622644,0.3427855975239384,137,0.07080121707472717,0.06770319937061911
Berkeley_30,104.4364,3.2298,4.091,0.139,8.642,0.029,-0.199,0.04,1.596,0.027,199,-2.7263,0.64915,1.84791,0.17212,0.09864,0.02554,1.98747,0.16149,909,181,0.6633165829145728,0.63104,0.2631,,,0.59694,0.1559,0.3969849246231156,331.0,2.0120565115329176,0.2098837204321219,13.14237535143431,2.437367000302007,33.36768932924485,6.577227948797848,0.5436739801761277,0.36686480194940846,199,0.04712458378801789,0.05309194588079446
Berkeley_37,110.0788,-1.0041,4.396,0.119,8.996,0.018,-0.222,0.034,0.288,0.024,252,-2.52661,0.8171,1.72362,0.21909,0.05071,0.03003,1.86837,0.14262,598,119,0.5119047619047619,0.68015,0.26696,1.38944,4.04979,0.27297,0.00075,0.3373015873015873,381.0,3.639059790190847,0.3269701520059944,44.095820912468206,7.387107941598832,22.46997389751754,3.877753935285465,0.5295641603114283,0.3055658686147477,252,0.031790951531926986,0.053187912347314945
Berkeley_4,11.2768,64.3894,2.698,0.162,7.109,0.049,-0.134,0.044,2.331,0.051,143,-1.40593,0.28964,1.33632,0.22212,0.13698,0.04695,1.75902,0.13654,645,129,0.5314685314685315,0.62872,0.2672,,,0.50704,0.99301,0.3706293706293706,219.0,2.0388431813746464,0.263682722574181,11.501859369865238,2.510300578104704,1.117459898102262,0.2745489362900984,0.5067401687706109,0.2731101285530781,143,0.04211669689896956,0.0587247198877603
Berkeley_47,292.1327,17.3626,2.182,0.126,7.131,0.212,0.175,0.155,3.931,0.047,90,-0.95462,0.25407,0.90883,0.24215,0.2,0.09061,1.66442,0.13592,624,124,0.7666666666666667,0.49513,0.30803,,,,,0.3777777777777777,159.0,1.481639810526312,0.27888483475809,5.665039917891904,1.6956221414303132,2.386695562239597,1.3666348775526806,0.5308135458449269,0.3072565871479217,90,0.07925693177614121,0.05581268382567118
Berkeley_6,27.7981,61.0593,2.448,0.111,7.562,0.318,-0.114,0.029,2.447,0.063,208,-2.15797,0.30397,1.73977,0.21555,0.08947,0.02587,1.93669,0.09462,845,169,0.6730769230769231,0.71364,0.24831,1.05948,1.81415,0.23188,0.17448,0.5288461538461539,348.0,2.216322118163755,0.3436729245441693,16.39979878708161,4.152138282796942,2.2241367205854417,1.7231683600580456,0.5529070746910436,0.37084336963919695,208,0.046079217952743466,0.06902575704349022
Berkeley_60,4.4425,60.9344,3.06,0.106,8.583,0.084,-0.179,0.02,2.647,0.039,144,-1.60983,0.87993,1.25753,0.19353,0.18537,0.05317,1.87976,0.28546,493,98,0.6388888888888888,0.60848,0.27008,,,0.82394,0.06818,0.3958333333333333,236.0,1.71970369441891,0.1337754208669841,10.801847578102889,1.6556800718074618,35.44067258390788,8.746322991601227,0.5315662259730077,0.3048052266252611,144,0.04966673911246339,0.05853564596605938
Berkeley_61,12.0361,67.1993,2.718,0.085,7.926,0.307,-0.115,0.017,2.54,0.031,80,-1.89463,0.66187,1.46446,0.25839,0.08576,0.04876,1.64252,0.18082,364,72,0.7,0.62108,0.28431,,,,,0.4375,136.0,0.9132869530947852,0.1932227644628726,3.190360336026194,1.0604971290407608,26.4338403484136,20.64875178604536,0.5316029844912824,0.3738901837399531,80,0.0706492392032639,0.05540056927068254
