Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_corr,bin_frac_05_corr,n_systems,e_bin_frac,e_bin_frac_05
Teutsch_61,113.6625,-19.7875,2.454,0.096,7.427,0.247,-0.113,0.051,2.011,0.052,89,-1.86285,0.33179,1.32641,0.2027,0.05917,0.03746,1.46888,0.10691,349,69,0.5393258426966292,0.55881,0.25853,0.65194,0.87138,0.14925,0.78261,0.3146067415730337,137.0,1.5009804011575325,0.182589125000815,6.90264624922417,1.4324835102262374,3.872437196044552,2.344442814878083,0.5314451203833018,0.37024151530318344,89,0.05283570869630168,0.05406490291332723
Tombaugh_1,105.1289,-20.5783,2.372,0.048,9.121,0.026,-0.095,0.057,0.869,0.065,341,-2.04914,0.67262,2.16353,0.19858,0.05235,0.024,2.01566,0.11845,810,162,0.5161290322580645,0.76116,0.25994,1.5239,2.26343,0.26586,5e-05,0.3929618768328445,517.0,2.3934724395891505,0.1605170515192052,25.85392135451927,3.667222543589996,51.10619840094833,7.868328569522037,0.5554968304121299,0.38587270341037044,341,0.029191412056878384,0.05263243266501988
Tombaugh_5,56.977,59.0395,1.545,0.03,8.353,0.097,0.02,0.028,2.505,0.027,614,-1.69668,0.2829,1.87119,0.18755,0.04192,0.02415,2.15666,0.07241,1544,308,0.6856677524429967,0.67949,0.24546,1.34852,4.94403,0.1508,0.018,0.5195439739413681,1035.0,3.813569961267896,0.1673742438712692,66.71146935338045,7.97260053850797,3.37908793495672,0.8559696443818734,0.4506714767101505,0.2779610879009963,614,0.06981286983509469,0.08757000770470535
Trumpler_1,23.9179,61.2871,2.424,0.049,7.42,0.075,-0.046,0.05,1.815,0.022,147,-1.22464,0.17716,1.68581,0.19299,0.0613,0.03131,1.72354,0.07188,557,111,0.6462585034013606,0.57362,0.23392,1.32742,1.4441,0.2381,0.23251,0.3877551020408163,242.0,1.2188088799375827,0.1949171083032252,6.18342650096943,1.6061894692718204,4.253738588924783,1.3268458210050516,0.5084344704039593,0.27404216286610356,147,0.054750335185868984,0.06113339222084731
Trumpler_12,151.6243,-60.2906,3.121,0.125,8.891,0.021,-0.02,0.055,0.782,0.049,303,-1.5378,0.60118,1.95738,0.26476,0.01625,0.03826,1.84828,0.11627,711,142,0.5379537953795379,0.60399,0.24879,1.14598,2.28753,0.21668,0.02026,0.3696369636963696,466.0,2.4951319803810628,0.1551329346734191,27.00040306279501,3.689244380356725,28.815738388435143,4.176563572792741,0.5325950829681172,0.36777089342087715,303,0.02864137590820564,0.052612010990986606
Trumpler_14,161.0047,-59.5491,2.271,0.099,6.72,0.061,0.025,0.056,1.786,0.027,491,-1.16849,0.12809,2.41181,0.32556,0.06825,0.02464,2.07858,0.0625,1994,398,0.615071283095723,0.81024,0.20883,1.12524,1.19233,0.17162,0.06041,0.5234215885947047,793.0,1.277797788062709,0.0954562695929954,9.126878544073492,1.369529973615883,0.5750130865832046,0.1181854618614498,0.46582700439191604,0.28904738267679714,491,0.048375074663193025,0.08605661989903973
Trumpler_15,161.1859,-59.3719,2.296,0.115,6.906,0.051,0.013,0.041,1.637,0.059,316,-1.38681,0.15076,1.86049,0.21305,0.05461,0.0263,1.94673,0.06358,1052,210,0.6772151898734177,0.75199,0.24262,1.06596,1.20857,0.23977,0.01873,0.5158227848101266,530.0,1.5027930138463412,0.149843390094375,11.516866749043436,2.07084896959088,0.6993034292646989,0.1501824886249869,0.5213320457751578,0.34294212609514796,316,0.05057265603432485,0.07250333649607694
Trumpler_19,168.61,-57.5744,2.357,0.049,9.59,0.045,0.039,0.035,0.629,0.063,781,-0.59271,1.24388,1.80482,0.14993,0.0202,0.03849,2.13063,0.09987,2684,536,0.6606914212548015,0.64738,0.26163,1.14517,5.73551,0.13998,0.00109,0.4046094750320102,1297.0,3.796966385679097,0.1441424603302916,60.71891840825309,6.979457350825554,64.07313489652022,9.915647480229058,0.47615248952115957,0.29842626049878407,781,0.05497872265585536,0.060967894946608335
Trumpler_2,39.2675,55.8947,0.669,0.002,8.027,0.155,-0.042,0.037,1.189,0.044,263,-1.78901,0.42429,1.64675,0.34975,-0.07505,0.04519,1.77987,0.09631,498,99,0.467680608365019,0.60872,0.22053,1.18217,3.44233,0.22773,0.0024,0.3346007604562737,386.0,2.743340643238482,0.2773712598273487,31.95997762176284,5.795326710100624,3.329611274507577,1.3329217984283004,0.506360997202934,0.2818622782190091,263,0.03264600347742775,0.054415923403669984
Trumpler_21,203.0571,-62.7919,1.264,0.025,7.802,0.12,0.073,0.054,0.828,0.036,125,-1.69402,0.38053,1.33541,0.21869,0.022,0.04386,1.6083,0.11698,253,50,0.504,0.524,0.26767,1.01719,1.1429,0.1338,0.58092,0.288,188.0,1.1066701116600437,0.1118299439119079,6.527270417893414,1.1810502743223534,9.711099290743022,3.2074122861157988,0.5032988786105737,0.3219650459813581,125,0.04471992844359213,0.053353445066984154
Trumpler_3,48.021,63.1954,0.659,0.004,7.748,0.113,0.025,0.054,1.1,0.052,298,-2.057,0.33259,1.59832,0.22834,-0.11659,0.03047,1.67914,0.06515,444,88,0.4899328859060403,0.62715,0.24543,1.15226,3.3126,0.15394,0.074,0.3154362416107382,444.0,2.6134663437576515,0.2075806564182132,35.22344859025428,5.458521868391936,1.5891618336598246,0.4812698504979462,0.43075126289609317,0.2799884246868959,298,0.0333085493144204,0.053482627382160045
Trumpler_32,274.2983,-13.332,1.605,0.031,8.874,0.036,0.079,0.033,2.431,0.02,566,-1.6662,0.42366,2.08815,0.19236,0.05121,0.0236,2.12673,0.08871,1422,284,0.6166077738515902,0.74902,0.2573,1.13232,2.20989,0.16045,0.01189,0.4734982332155477,915.0,2.276950239818116,0.1057267837326294,28.94419628647116,3.5239543011342263,25.848688044617013,3.807250183746098,0.43744374539713676,0.2606583187766284,566,0.05425940426538851,0.07997471523462596
Trumpler_33,276.1694,-19.72,1.333,0.024,7.836,0.154,0.061,0.096,1.488,0.081,107,-1.35373,0.32926,1.44779,0.28315,-0.02758,0.05107,1.47234,0.10056,313,62,0.5887850467289719,0.57382,0.27799,1.07978,1.16156,0.17785,0.33598,0.3457943925233644,170.0,1.289313391803259,0.1822405698471196,6.832165910124744,1.59881313926019,10.033249125827306,4.262675553702922,0.5320930723959352,0.36106356035715,107,0.05027200539753794,0.052612010990986606
UBC_118,282.6416,9.7908,1.435,0.027,8.34,0.111,0.091,0.054,1.558,0.059,193,-1.90597,0.59937,1.62655,0.26168,0.00221,0.04531,1.7277,0.1374,412,82,0.466321243523316,0.54024,0.26643,1.26909,3.20781,0.31092,0.00015,0.2642487046632124,283.0,3.0127722437822406,0.2572545240639532,31.594342350234488,5.124533936815915,6.924536044135493,2.09612036173584,0.48590052739539197,0.3053246488491915,193,0.0361525459626758,0.0536231459246226
UBC_133,303.7123,28.3677,1.45,0.035,7.813,0.174,0.187,0.052,2.964,0.034,185,-1.74656,0.24176,1.92657,0.24627,0.02364,0.0251,1.76183,0.06441,710,142,0.7675675675675676,0.69678,0.22669,1.0035,4.04972,0.23649,0.02889,0.5891891891891892,327.0,3.046054361269058,0.2774997493357619,27.43308686994167,4.645336819202852,2.3698743543710896,1.030811045497517,0.5330255731065386,0.34136804111879454,185,0.07426419511826729,0.08645548940305965
UBC_136,304.4793,32.606,1.348,0.022,8.223,0.161,0.18,0.085,2.483,0.095,221,-1.83575,0.31813,2.02623,0.25877,-0.02534,0.02747,1.76851,0.07021,710,142,0.7104072398190046,0.74846,0.23485,1.29987,4.07766,0.18156,0.05194,0.583710407239819,378.0,4.142765007899644,0.3143509128047132,48.84508703105767,7.400444912506512,3.421205111679224,1.3701288796214754,0.5344363405102711,0.34574762715325796,221,0.05788718525434411,0.08523624061736737
UBC_151,312.0139,47.4341,1.628,0.022,8.213,0.207,0.129,0.055,1.144,0.064,197,-1.74898,0.45115,1.90722,0.35155,-0.03849,0.03941,1.71344,0.09017,413,82,0.5279187817258884,0.68176,0.2505,1.01031,3.72381,0.17503,0.08751,0.3857868020304568,301.0,5.505586548273088,0.3648264598716498,81.84511152072929,11.497722167291776,1.9952956475362864,0.9914753923976888,0.47241082656739153,0.2993492771802732,197,0.0384995922234046,0.05832760500273245
UBC_152,314.3412,47.3672,1.281,0.026,8.001,0.225,0.155,0.074,1.864,0.092,50,-1.64265,0.91828,1.37034,0.42915,0.07545,0.08077,1.5209,0.26555,172,34,0.5,0.6527,0.23831,1.24954,1.84429,0.21429,0.53701,0.44,75.0,2.0078139073549424,0.3270209046307777,9.802934173199851,2.583528658992282,10.224543186448106,5.943136829770773,0.5258990873409126,0.30385610374007715,50,0.07071067811865475,0.06229336802995721
UBC_154,317.0953,46.325,2.936,0.147,8.833,0.076,-0.005,0.046,1.734,0.091,220,-2.01125,0.64183,1.95049,0.25601,0.04804,0.03331,1.79961,0.13628,536,107,0.55,0.77305,0.2725,0.6592,4.72437,0.21205,0.19062,0.4090909090909091,341.0,6.933328267699795,0.5758113783824015,112.10229859227798,17.89483107430394,6.072751114316899,1.438426096852546,0.5143617531705452,0.29050178081427347,220,0.03476903248344295,0.06255994185165646
UBC_157,328.7513,49.712,1.149,0.011,8.254,0.086,0.001,0.022,0.893,0.028,77,-2.08215,0.99212,1.52583,0.31109,-0.04765,0.06183,1.27112,0.1631,183,36,0.4285714285714285,0.32955,0.2466,1.33928,1.54334,0.33037,0.02326,0.1688311688311688,110.0,2.17961097831745,0.1924875688926585,14.169953464393116,2.33795263187648,12.66576937844158,3.264618941819062,0.45928815174623705,0.24264336375251458,77,0.05676839207278769,0.05561350210018352
UBC_162,327.7942,53.0065,2.044,0.057,7.73,0.385,0.005,0.031,1.948,0.058,294,-2.28273,0.30687,2.24433,0.24134,-0.02303,0.02107,1.78188,0.07065,714,142,0.7585034013605442,0.76262,0.23194,1.14684,4.87658,0.14965,0.07426,0.608843537414966,517.0,6.676882795871372,0.5352807197233372,128.30329495509812,20.020768340709367,0.4185643062075658,0.3767597536949533,0.5355470149973685,0.3701901305014961,294,0.06845103023948136,0.08679122477994791
UBC_166,334.2468,54.2546,2.96,0.111,7.389,0.12,-0.037,0.043,1.477,0.039,437,-1.88539,0.24667,1.91607,0.22041,0.05366,0.02621,2.04562,0.07539,1287,257,0.5423340961098398,0.64946,0.26943,1.17,4.51696,0.16623,0.07355,0.3638443935926773,674.0,6.527848740537817,0.3747802890983229,114.73101596142062,15.127705423935929,0.2134613052383557,0.0653528869531557,0.44644931073677047,0.2648625387555755,437,0.03624800710756352,0.05989103233627327
UBC_169,342.6267,49.4942,1.372,0.03,8.475,0.049,-0.121,0.045,0.591,0.077,59,-1.58943,0.38401,1.66884,0.32007,-0.11263,0.04215,1.22452,0.07136,136,27,0.576271186440678,0.49566,0.2695,1.51537,2.90865,0.42024,0.00886,0.3050847457627119,93.0,1.891346658630232,0.4041916418643381,11.754668638229438,3.944585643322217,25.39742047009872,8.991589484749493,0.5767648318506332,0.3681381564803196,59,0.06433265060775263,0.054426276937047005
UBC_172,343.3946,54.3292,2.456,0.032,8.35,0.153,-0.073,0.037,1.231,0.047,316,-2.66128,0.459,1.92798,0.25383,-0.02545,0.02502,1.71682,0.08065,982,196,0.569620253164557,0.67563,0.26264,1.26221,6.00527,0.23608,0.00023,0.4082278481012658,496.0,7.307854706808245,0.5416460088148537,121.12600658141687,18.09597594780581,1.848258026292268,0.707262149055424,0.5324648634813531,0.35645231363936675,316,0.029700385466779687,0.05463625233566744
UBC_175,344.432,54.3751,1.274,0.019,8.655,0.174,-0.016,0.112,1.076,0.176,98,-1.42136,0.73996,1.46352,0.36288,0.01061,0.06711,1.59602,0.16139,299,59,0.5918367346938775,0.59746,0.23229,1.08235,2.13288,0.11682,0.85204,0.4081632653061224,156.0,3.569062510022389,0.2667421739433255,30.15790237359437,4.503735398038961,14.983003087461324,6.406390294116103,0.5326594212943342,0.36030852759531545,98,0.05170851628875231,0.053815102394264756
UBC_177,339.7207,67.063,1.079,0.027,8.101,0.066,0.103,0.081,2.221,0.115,74,-2.31926,0.39324,2.55055,0.50191,-0.07278,0.0263,1.3508,0.06471,191,38,0.7162162162162162,0.86875,0.2098,1.53322,2.6118,0.2076,0.33516,0.6216216216216216,127.0,3.4712688558956986,0.5413088349305973,31.00738137631727,7.881566591775218,4.069442431389669,1.2051621328828537,0.4369921429981333,0.22677004410924678,74,0.09411664927451022,0.12466673014704391
UBC_178,346.2013,63.3254,0.827,0.005,6.92,0.046,-0.047,0.07,2.114,0.034,342,-1.61862,0.1493,1.78166,0.23981,-0.18821,0.02622,1.57744,0.04001,576,115,0.6023391812865497,0.66949,0.23362,1.04061,1.92068,0.10801,0.39222,0.4122807017543859,548.0,2.885985577424496,0.1513421477544767,42.56265648605034,5.40944247156636,0.1954210192155831,0.0323311700143372,0.5037435074206839,0.3458327952140811,342,0.03837466019544924,0.05574046697804253
UBC_179,350.9415,59.5013,1.16,0.01,8.325,0.081,0.156,0.071,1.935,0.074,142,-1.52625,0.49928,1.69698,0.34041,-0.02316,0.0612,1.62356,0.13294,426,85,0.5774647887323944,0.61549,0.23514,1.06546,2.4774,0.21089,0.07463,0.4014084507042254,224.0,3.239407983542658,0.2641857990521986,28.845851382754383,4.5534325981927095,7.326838829587127,1.7902637668154675,0.5334275819085843,0.34334200858737557,142,0.04317792013681283,0.05509276495427874
UBC_194,37.7173,48.3366,1.276,0.028,8.486,0.032,-0.112,0.063,0.772,0.078,124,-1.84952,0.51094,1.73755,0.32444,-0.11293,0.04521,1.36232,0.09347,308,61,0.4758064516129032,0.57865,0.24985,1.42841,3.51482,0.35197,0.00093,0.2983870967741935,183.0,2.25631779474628,0.3210019230055776,16.869459662773394,3.968684655684119,18.150927741021,4.474699958589631,0.5327999583820832,0.3615234363905242,124,0.04777307340257919,0.055033463721955375
UBC_198,82.1311,35.6967,1.8,0.034,7.475,0.041,-0.122,0.048,1.485,0.087,259,-1.86273,0.23975,2.46267,0.29879,-0.08948,0.02376,1.63179,0.06203,883,176,0.5212355212355212,0.67699,0.24769,1.10317,3.98933,0.19245,0.01432,0.3861003861003861,394.0,5.734629127134936,0.4999514280652281,73.74352407634186,12.124789971833849,0.4048331912951957,0.0767539505152515,0.5589857511272798,0.38607596853253706,259,0.03258873982125071,0.052612010990986606
UBC_237,118.6061,-29.7412,1.721,0.044,8.498,0.146,-0.118,0.063,1.2,0.089,157,-1.95962,0.35136,2.36445,0.25719,-0.09397,0.02434,1.46596,0.05966,511,102,0.5668789808917197,0.63463,0.22376,1.19395,3.76991,0.28611,0.00256,0.4140127388535032,246.0,4.488729085474181,0.578443452765203,46.216124556912014,10.054026523388176,6.810930912705745,2.7272698930069232,0.50944597695153,0.27476780816720786,157,0.042707892048096815,0.06580706040630363
UBC_245,129.3148,-45.2286,1.977,0.074,7.274,0.086,0.002,0.033,1.644,0.062,231,-2.0937,0.25832,2.1414,0.23446,0.00135,0.02251,1.7609,0.06651,561,112,0.6103896103896104,0.71363,0.25842,1.15295,4.72386,0.24641,0.00335,0.4372294372294372,372.0,7.513770392218404,0.5673516001253793,132.5128620909192,20.00581939366669,0.1418214645091462,0.0353148497279258,0.4932987631675358,0.27314798288057407,231,0.04686883037815022,0.06983685562518879
UBC_249,137.0107,-52.9449,1.724,0.036,8.178,0.142,0.152,0.044,1.004,0.12,235,-1.81844,0.3411,2.26766,0.3481,-0.06896,0.03191,1.6854,0.06413,715,143,0.6042553191489362,0.71519,0.2429,0.99713,4.21405,0.1949,0.01939,0.4638297872340425,377.0,6.365230174276054,0.3834607938392459,92.50423362667884,12.467756421200134,1.6286898524741995,0.5759974580364867,0.5352355665986616,0.34687081588492014,235,0.03741026473180557,0.0622848881744384
UBC_251,140.4339,-51.2188,1.792,0.02,7.881,0.115,0.147,0.062,1.55,0.047,183,-1.75522,0.33785,1.81709,0.269,-0.03656,0.03486,1.59637,0.08682,478,95,0.5136612021857924,0.59776,0.26227,1.05222,2.61976,0.21177,0.02899,0.3005464480874317,277.0,3.859760566072562,0.234636092260445,41.82161635830523,5.640442113712337,1.8180222170901128,0.5402532720598913,0.5123442745481247,0.27647238411409486,183,0.0369472650004036,0.05297051005275944
UBC_253,139.5608,-56.014,1.572,0.017,8.332,0.21,-0.064,0.046,1.048,0.096,103,-1.8642,0.52559,1.86317,0.37712,-0.03352,0.04132,1.49844,0.10434,306,61,0.4854368932038835,0.60538,0.25779,1.57852,2.42233,0.36054,0.00169,0.3495145631067961,153.0,2.131865772775826,0.3445884942811809,13.561145428116252,3.5549722955049106,15.838119910412964,8.711443381553378,0.5321995011450851,0.36058349630524156,103,0.05042291343099319,0.052612010990986606
UBC_270,169.8047,-59.5529,2.232,0.08,7.908,0.171,0.076,0.039,1.213,0.045,276,-1.79008,0.35664,2.21388,0.37899,-0.04313,0.03472,1.76677,0.0799,758,151,0.6086956521739131,0.73561,0.27118,1.30178,5.01115,0.24495,0.0004,0.4094202898550724,444.0,6.542208622144647,0.5496221981455479,106.77017934075484,17.150305960429588,0.7577920203694423,0.3222480910033578,0.5431184136690996,0.37957755028859286,276,0.03484119658769856,0.05324057749724474
UBC_290,191.927,-59.3591,1.579,0.025,8.019,0.03,-0.124,0.069,0.992,0.033,394,-1.54849,0.21033,2.23793,0.26472,-0.1076,0.02467,1.80467,0.04845,1125,225,0.5964467005076142,0.59358,0.21692,1.15707,3.46092,0.1383,0.04069,0.3934010152284264,629.0,5.10806457049113,0.2916095464289764,80.26184558534925,10.56681789924918,1.3016399157054774,0.1935226715388461,0.48440783637040635,0.30003435158246083,394,0.041393742482398944,0.05907431707046815
UBC_292,200.3783,-61.2716,2.053,0.031,7.48,0.057,0.13,0.047,1.386,0.029,466,-2.00229,0.24591,2.07408,0.21157,0.00614,0.02162,1.9466,0.06123,1044,208,0.5450643776824035,0.65811,0.26733,1.07421,5.21595,0.08498,0.42257,0.3798283261802575,720.0,8.765870700276059,0.291570893203841,209.28446977383632,23.316993627481807,0.1442988924914273,0.0248423463879592,0.4587808488275292,0.2730299645380678,466,0.033983544580243864,0.06020637548018442
UBC_300,223.0187,-65.3262,1.753,0.05,8.54,0.165,0.105,0.051,2.168,0.065,179,-2.01899,0.55822,1.97121,0.29343,0.00826,0.0347,1.68733,0.12179,500,100,0.6424581005586593,0.71605,0.24013,1.40676,3.24757,0.18432,0.10703,0.4916201117318435,294.0,2.94914645421687,0.2235305059652464,28.62470701568729,4.33416053888583,12.113201726833664,4.95413890579928,0.5133048362923537,0.2766221044408301,179,0.05197765436255991,0.08120426634813144
UBC_303,221.9018,-56.254,1.705,0.059,8.829,0.128,0.114,0.042,1.711,0.101,139,-2.26525,0.88929,2.04968,0.31831,-0.00541,0.04112,1.63667,0.151,419,83,0.5971223021582733,0.68556,0.27131,1.10362,4.95461,0.30084,0.00307,0.4172661870503597,222.0,3.8670296457585978,0.4633626600592301,37.67221976479711,7.731067241357761,17.905184029751204,6.430460998442635,0.5336914144503989,0.34406873736009774,139,0.04468922524157318,0.056276525777056684
UBC_31,61.0997,32.8479,0.315,0.012,7.321,0.124,-0.128,0.062,0.846,0.093,390,-1.46326,0.45026,0.1574,0.31466,-0.2,0.11969,1.52533,0.10347,358,71,0.3948717948717948,0.68599,0.19503,1.02862,5.07471,0.09378,0.83114,0.3282051282051282,544.0,7.849558025807812,0.5175235415019722,240.73213068795863,33.71402388142827,0.086989320863251,0.0276641623113631,0.30809587898310375,0.2020782387590605,390,0.03514308262436328,0.06309698679488011
UBC_316,248.7602,-47.9595,1.599,0.037,8.684,0.581,0.142,0.057,2.714,0.106,93,-1.43608,0.67758,1.3326,0.32247,0.07907,0.05989,1.57028,0.1613,267,53,0.6451612903225806,0.80701,0.29479,1.48715,2.28158,0.75778,0.0,0.4838709677419355,153.0,2.785989604832272,0.3937018882309259,21.688569466787133,5.076378031940162,22.272506390036725,30.24879483983401,0.5221311045098819,0.33039051357048177,93,0.059870011406129284,0.06846395642507466
UBC_319,249.7013,-44.7682,1.305,0.02,8.069,0.172,0.175,0.074,1.799,0.055,223,-1.58278,0.35176,1.83081,0.30249,-0.01449,0.03746,1.79888,0.09651,609,121,0.5605381165919282,0.61094,0.24649,1.04773,3.16342,0.22877,0.00709,0.3632286995515695,348.0,3.84693524699868,0.2390083820342645,44.17547430351289,6.017317868658387,2.653498086957536,1.111323540830925,0.5308166102222465,0.3050564250307251,223,0.03412516762176616,0.05492552613129559
UBC_340,270.7707,-22.6504,1.265,0.024,7.413,0.066,0.161,0.05,2.376,0.076,148,-1.60267,0.29067,1.91041,0.37394,0.04108,0.03942,1.75369,0.08968,436,87,0.6081081081081081,0.70731,0.23697,1.00439,1.57668,0.17117,0.37146,0.4932432432432432,238.0,2.285510681800216,0.2320491124585982,17.714646384557863,3.225242698864253,1.461058188217225,0.3464996101505559,0.5400017422351461,0.33912084805327214,148,0.04451189161120666,0.06765662446371885
UBC_347,276.7298,-10.9679,1.267,0.034,8.727,0.203,0.069,0.078,3.004,0.075,72,-1.62864,0.97777,1.52208,0.29244,0.09506,0.06364,1.61153,0.26902,232,46,0.6805555555555556,0.68214,0.24592,1.42542,1.14163,0.38889,0.02834,0.5138888888888888,121.0,1.5279928008962214,0.212535833329372,7.925985983421373,1.830883700512659,67.2894068451783,35.08391259031385,0.455899943217388,0.23759117167598945,72,0.08260726960191625,0.09216898758826941
UBC_356,288.8649,-4.1782,1.057,0.009,8.174,0.128,0.059,0.066,1.743,0.025,71,-1.48151,0.49503,1.33572,0.31912,-0.05745,0.06011,1.3034,0.11654,202,40,0.676056338028169,0.58117,0.23008,1.19401,1.42074,0.30569,0.05995,0.4366197183098591,119.0,2.7553460457134,0.2552124154821628,20.31586371857864,3.466005473270017,7.347924903699027,2.502318098700221,0.44266117935504806,0.22952899220158174,71,0.08522750953885473,0.07709365444769047
UBC_36,16.4461,59.6334,1.752,0.075,8.679,0.197,-0.07,0.043,1.345,0.1,43,-2.09789,0.57941,2.40729,0.59429,-0.0168,0.03509,1.2337,0.11272,107,21,0.4418604651162791,0.73674,0.22892,1.22573,1.33639,0.41435,0.04634,0.3023255813953488,62.0,1.553075473069854,0.2436801712865384,7.404149495845507,1.887992498071652,64.49481792954538,33.560976718819326,0.5733149428813983,0.34856520269240976,43,0.08281604708203955,0.052612010990986606
UBC_361,289.9783,15.155,1.508,0.021,7.858,0.155,0.171,0.071,2.144,0.055,127,-1.49037,0.46145,1.8139,0.36557,-6e-05,0.04886,1.65231,0.13181,410,82,0.7244094488188977,0.67085,0.24665,1.59465,3.16394,0.38459,0.00021,0.5354330708661418,219.0,2.5559448898511583,0.4217161429856738,20.249181629626367,5.405126807822456,3.561168507313176,1.5871391867899485,0.5340512211199562,0.34520563944209637,127,0.06703548137701805,0.07554758386171691
UBC_364,306.2665,29.7233,1.591,0.067,8.719,0.052,0.068,0.048,1.925,0.109,62,-0.83211,0.68605,2.04787,0.4481,-0.0136,0.06959,1.35896,0.16276,258,51,0.6774193548387096,0.61572,0.25229,1.31281,3.74285,0.33631,0.13374,0.5,104.0,2.3271451826190748,0.4937267350131303,12.63504597544766,4.210435139326659,41.440326976506974,14.673718736760028,0.45865382819004163,0.24776312428778638,62,0.08555313398615393,0.08658652674722163
UBC_366,299.8455,37.222,1.725,0.059,8.651,0.046,0.053,0.045,0.975,0.062,79,-1.94093,0.69299,1.69038,0.30602,0.01535,0.04271,1.49662,0.12298,164,32,0.5316455696202531,0.59449,0.27628,1.3454,2.24963,0.31586,0.03548,0.3291139240506329,121.0,2.76592221692033,0.3808965479417717,22.95902021315772,5.244895417720775,19.500540529154627,4.910357425719436,0.5269943178850696,0.2608286825709101,79,0.0561416109498397,0.055609119082459274
UBC_373,306.8544,37.6696,1.235,0.014,7.216,0.061,0.006,0.053,3.124,0.037,68,-1.59575,0.39703,1.44789,0.32226,0.05867,0.06582,1.44458,0.16914,201,40,0.6470588235294118,0.6822,0.25442,0.71305,0.95336,0.21212,0.7124,0.4558823529411764,112.0,1.5836391737092743,0.2745140744842756,8.48543588468083,2.36238146959271,1.9378753732422829,0.6042856395023664,0.4437508237152904,0.2276559001230428,68,0.08000655218181302,0.08247137045339024
UBC_378,311.5493,48.8763,1.428,0.045,8.714,0.242,-0.034,0.058,2.106,0.141,104,-1.42736,0.55976,2.21201,0.48806,-0.0196,0.04397,1.56747,0.11972,375,75,0.6153846153846154,0.7094,0.21272,1.05864,3.98037,0.20513,0.22789,0.5,168.0,4.649064995982236,0.5438418928067643,42.35510505238711,8.554166040775032,12.220648049635663,7.243138335866794,0.5435813242714427,0.38907616881040324,104,0.051471016086575595,0.060978418665715794
UBC_381,316.2846,48.7282,2.037,0.049,8.003,0.21,0.059,0.067,1.902,0.078,47,-1.861,0.46985,2.01595,0.37282,-0.00457,0.03935,1.27064,0.1177,190,38,0.6808510638297872,0.57689,0.24501,1.34415,3.37274,0.43891,0.0369,0.4468085106382978,79.0,2.8661599603014385,0.5000419107163654,16.504040616460134,4.623631222382291,6.101122096412872,3.40953145703456,0.5131309326095217,0.2853889347606917,47,0.08009373740274169,0.06773159339275564
UBC_382,324.9847,49.3185,2.124,0.051,8.34,0.243,-0.008,0.036,1.226,0.079,114,-1.86095,0.59912,1.89865,0.29719,-0.05509,0.04379,1.42595,0.11439,325,65,0.5350877192982456,0.60766,0.27446,1.3683,2.98223,0.2807,0.02197,0.3157894736842105,175.0,2.575307989430244,0.2947167080424291,19.351324252705027,3.8443853322577306,11.305487910698078,6.712629324843334,0.5308145006495364,0.36052682004783254,114,0.046713840688613034,0.05399776565654259
UBC_386,319.7971,61.9458,1.135,0.025,6.894,0.034,0.036,0.029,1.505,0.049,89,-1.18058,0.20182,1.8705,0.51032,-0.16703,0.05647,1.23134,0.06593,219,43,0.6853932584269663,0.75325,0.24283,1.08336,2.00973,0.1601,0.65105,0.5168539325842697,150.0,2.3351880331117765,0.2868085548849096,18.103947994283228,3.779301030683618,0.4327396670679784,0.0964804771220542,0.4960785854516532,0.26347827718574107,89,0.0713965255465068,0.08944400334906354
UBC_387,326.0693,58.775,1.526,0.026,8.569,0.129,0.056,0.079,1.746,0.069,40,-2.41166,1.30578,1.3165,0.41085,0.13686,0.06659,1.67217,0.36462,166,33,0.775,0.59165,0.22277,1.32142,2.03438,0.24731,0.69093,0.525,71.0,2.5266705102181928,0.4644407005159263,13.553656491834865,3.9724707518919256,27.34913062064736,11.412550482503924,0.5291495025660367,0.30776442221927364,40,0.09291724812972026,0.078251349512425
UBC_389,338.3499,58.366,2.092,0.04,8.068,0.193,0.024,0.047,1.641,0.049,63,-1.32367,0.40471,1.61463,0.3954,-0.01676,0.05631,1.23423,0.08656,231,46,0.5238095238095238,0.6378,0.25399,0.97409,1.604,0.25572,0.22275,0.3968253968253968,96.0,2.257623730119153,0.2566481545639948,12.036122807212674,2.3766699833201503,9.71657908241884,4.7251097462493945,0.45324704444288155,0.23441263640889318,63,0.06537040172424169,0.06925080497915691
UBC_395,345.6054,57.1708,2.2,0.311,7.487,0.747,-0.138,0.03,2.117,0.408,182,-1.77403,0.41203,1.78528,0.30507,0.01774,0.04175,1.80855,0.12683,631,126,0.6098901098901099,0.68056,0.26627,1.06801,2.94934,0.16522,0.19729,0.4505494505494505,293.0,4.555396210336759,0.4314952282353703,48.78506477137511,8.471735952989055,0.6290904814360158,1.0875558380451529,0.5219424145119566,0.298673339883466,182,0.04400322632635362,0.0682676025312457
