pmRApmDEcor,PlxpmRAcor,PlxpmDEcor,Nper,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,Source,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BPRP,RVDR2,e_RVDR2,EBPRP,RFG,RFBP,RFRP,Pmemb,mass,er_mass,comp_mass,er_comp_mass,q,er_q,r/rh
0.3648,-0.0664,0.0146,17,282.10434042279,0.0156,8.67875180111,0.0171,4287124071567705344,0.48,0.0193,-0.108,0.018,-1.43,0.019,0.967,14.219558,0.002773,14.89188,0.003082,13.408112,0.002841,1.483768,,,1.279,3495.315,829.175,2038.251,1.0,2.374958321776857,0.0198949970611281,1.9471172206247245,0.0723693722709605,0.819853217115811,0.031236223547154,0.42458319656369864
0.3705,-0.1511,-0.0179,18,282.12985381931,0.0558,8.69327235615,0.0606,4287125583396189312,0.3858,0.0697,-0.131,0.069,-1.549,0.075,0.993,17.13619,0.002852,18.005478,0.007798,16.237097,0.005663,1.768381,,,1.289,1475.929,149.111,220.34,0.99,1.3943953221584653,0.0018897204685673,0.0,0.098468088210388,0.0,,0.4320239793661346
0.3093,-0.0664,-0.1076,18,282.06509067114,0.063,8.69682716256,0.0675,4287124312085913600,0.3149,0.077,0.0,0.082,-1.284,0.086,1.117,17.161421,0.002957,18.102655,0.009702,16.092438,0.004235,2.010218,,,1.431,1011.294,116.85,340.788,0.97,1.248139376346615,0.0302204224109827,1.138709069976363,0.04426985775622,0.912325251134563,0.0417848798586436,0.4365083943146591
0.314,-0.0666,-0.033,18,282.10285128705,0.0165,8.7556762684,0.0172,4287126820346839296,0.4792,0.0204,-0.144,0.022,-1.513,0.022,1.004,14.670141,0.002769,15.311353,0.003013,13.878232,0.002896,1.433121,,,1.275,3879.185,955.281,1397.457,1.0,2.3344838389175293,0.0301857636006626,0.0,0.2518872948311646,0.0,,0.44185576863667714
0.4087,-0.1055,-0.0505,18,282.13027573842,0.0192,8.68980922103,0.0207,4287125583396186624,0.4925,0.0242,-0.099,0.024,-1.509,0.026,0.968,14.904192,0.002774,15.475885,0.003553,14.154602,0.002886,1.321283,,,1.268,3376.86,493.537,1468.922,1.0,2.2620638360858942,0.0018540270415101,0.0,0.0,0.0,,0.44338979241010446
0.3514,-0.0901,-0.0866,18,282.0828361682,0.0274,8.7556637432,0.0293,4287126785987112832,0.4666,0.0341,-0.113,0.035,-1.463,0.037,0.984,15.813351,0.002785,16.533321,0.00376,14.980101,0.003042,1.553221,,,1.28,2695.94,430.847,896.246,1.0,1.855513805704226,0.0154551917126405,1.0217164904383385,0.1372745514663247,0.5506380428414893,0.0741239918625136,0.44919670076094115
0.3097,-0.0752,-0.0573,17,282.09455512939,0.0475,8.75915762015,0.0496,4287126889066324096,0.4745,0.0582,-0.164,0.061,-1.564,0.063,1.067,16.669861,0.002825,17.575266,0.005688,15.722943,0.003496,1.852323,,,1.322,1735.766,219.069,515.609,1.0,1.3738443291987752,0.0325820084118828,1.242748817107857,0.0459910037710625,0.9045776080268328,0.0397602706495819,0.4726849153319125
0.4436,-0.2703,-0.1774,16,282.06912472882,0.016,8.74773600901,0.0173,4287126751627376768,0.4812,0.0191,-0.048,0.021,-1.451,0.021,0.958,14.39355,0.002771,15.115464,0.003208,13.551023,0.002866,1.564442,,,1.288,3675.035,685.576,1652.528,1.0,2.401791841982882,0.0111107012279132,1.216733497537061,0.3465143995226946,0.5065940670914032,0.1442923173968652,0.4731768218928059
0.3684,-0.0869,0.0278,17,282.12294528009,0.0355,8.68168277032,0.0391,4287121150989935488,0.4672,0.0456,-0.026,0.046,-1.446,0.049,1.016,16.275719,0.0028,17.044392,0.00524,15.411792,0.003306,1.6326,,,1.29,2171.346,244.801,612.539,1.0,1.6676002833823496,0.0139957511686918,0.8754685919113825,0.2241858123942345,0.5249870731226387,0.1345083646565153,0.4764432096299621
0.4016,-0.1096,-0.0279,18,282.114993937,0.023,8.67725621782,0.0246,4287124071567697920,0.4693,0.0281,-0.122,0.029,-1.441,0.031,1.009,15.346264,0.002777,16.03635,0.003689,14.524363,0.00298,1.511988,,,1.281,3158.347,449.899,1036.716,1.0,2.0350024683951107,0.0216592711209129,1.2316303443311851,0.0984451021546752,0.6052230223103863,0.0488029022774758,0.478220864887743
