Cluster,Cluster.1,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_ref,bin_frac_ref_05,n_systems,bin_frac_corr,e_bin_frac,bin_frac_05_corr,e_bin_frac_05
Haffner_16,Haffner_16,117.5868,-25.4628,2.786,0.072,8.324,0.331,-0.058,0.054,0.388,0.033,169,-2.12256,0.41077,3.0,0.36564,-0.08066,0.02124,1.61404,0.06095,511,102,0.8224852071005917,0.73437,0.21008,1.98402,2.65348,0.31642,0.00044,0.6686390532544378,308.0,1.393646310592615,0.17931726622816,9.543022697021312,2.0735057668195096,22.096019436184093,17.51159038720415,0.513939778564641,0.27579782680256004,169,0.6682366863905326,0.09505838102147282,0.480792899408284,0.11565304400699253
Haffner_20,Haffner_20,119.0604,-30.364,3.542,0.107,8.271,0.275,-0.174,0.043,2.224,0.057,91,-2.77805,0.77046,1.39343,0.19763,0.18154,0.03323,1.98763,0.24424,377,75,0.5824175824175825,0.62587,0.25106,,,,,0.3956043956043956,144.0,1.1279102618564802,0.1491861580179572,4.491348335812884,0.9968100999116872,41.5549975483449,27.88254972847294,0.5317511341004543,0.3770071320708677,91,0.5652637362637362,0.053101087862360966,0.3956043956043957,0.051259044528411526
Haffner_21,Haffner_21,120.2959,-27.2172,2.683,0.072,8.804,0.055,-0.02,0.047,0.366,0.028,108,-2.65754,0.69384,2.16865,0.26444,-0.01695,0.02602,1.51983,0.09591,270,54,0.7222222222222222,0.63393,0.21575,1.23074,1.52572,0.24127,0.07926,0.5277777777777778,186.0,1.2068960463211111,0.1415694608426823,7.137056081136915,1.4444147014808824,89.22383594420016,21.301317139462785,0.5146884717333194,0.3445137988059124,108,0.6236296296296295,0.07241946159648038,0.4438148148148148,0.06964541454911684
Haffner_23,Haffner_23,107.4003,-16.8847,1.965,0.051,8.695,0.097,-0.021,0.038,0.839,0.081,198,-1.13634,0.34765,2.50517,0.30516,-0.04698,0.02969,1.67177,0.06589,561,112,0.4494949494949495,0.65314,0.2483,1.32262,5.60626,0.28549,0.00056,0.3383838383838384,287.0,5.0530399401779,0.5860757338763041,59.46543502563461,11.927591968534353,8.33173406687784,2.501158215894689,0.5102681157024495,0.27374622172522506,198,0.48184343434343435,0.03943662686371201,0.31052020202020203,0.03765997196123056
Haffner_26,Haffner_26,123.9004,-30.8439,2.635,0.058,8.82,0.036,-0.055,0.055,0.62,0.057,183,-1.60365,0.37903,2.05545,0.25869,0.00846,0.02875,1.72418,0.06962,602,120,0.5191256830601093,0.56216,0.25864,1.24384,2.98433,0.2782,0.0035,0.2950819672131147,278.0,3.703601397170024,0.2714956483757057,35.12732220817337,5.213135741368499,18.808534396449595,3.197221670062185,0.5089971639245849,0.27306676419438436,183,0.5191256830601094,0.03693401354501877,0.28697814207650274,0.034269434231722996
Haffner_3,Haffner_3,106.0288,-6.1328,2.332,0.041,8.722,0.098,-0.142,0.028,1.329,0.075,118,-2.24006,1.10342,1.24731,0.20998,0.07065,0.05657,1.74301,0.25279,275,55,0.711864406779661,0.57327,0.26912,1.254,1.44717,0.13936,0.67346,0.3983050847457627,202.0,1.7749559300252225,0.1436011438218821,13.440394800572705,2.1134909132242945,39.22726000581148,10.789046266422664,0.5228485974157527,0.3476720321999551,118,0.6239745762711865,0.06708244017506497,0.38081355932203387,0.04661753795143043
Haffner_4,Haffner_4,106.5099,-15.0044,4.203,0.258,8.865,0.428,-0.237,0.038,1.489,0.184,185,-2.8309,0.75819,2.12197,0.27831,0.04184,0.02597,1.76203,0.13126,1119,223,0.8,0.73591,0.24591,0.98739,4.00991,0.17096,0.53541,0.6270270270270271,333.0,2.2106813443110074,0.267974871680916,13.707265260915005,2.8420624355016937,53.46249008753669,53.84107336717872,0.5265588007992322,0.34944909895723053,185,0.6627243243243244,0.08263752669408381,0.48948648648648646,0.08775852383622218
Haffner_6,Haffner_6,109.9982,-13.1523,4.106,0.188,8.633,0.12,-0.219,0.026,2.079,0.079,396,-2.434,0.66357,1.41581,0.16139,0.18104,0.02766,2.29799,0.18891,1745,349,0.6363636363636364,0.55416,0.25992,,,,,0.3686868686868687,648.0,4.30545916303126,0.2428549161014282,51.10047227954795,6.693723567070331,8.405723227274372,2.570366334795027,0.44096105957635134,0.26231880275204444,396,0.5409116161616162,0.06093424205977889,0.3172373737373737,0.03961942083909064
Haffner_7,Haffner_7,110.7423,-29.5073,4.016,0.119,8.838,0.035,-0.106,0.063,0.811,0.052,114,-2.6302,0.90257,1.64998,0.27149,0.08473,0.03424,1.7645,0.17986,422,84,0.5175438596491229,0.64254,0.28797,0.98107,2.11851,0.17526,0.69437,0.3333333333333333,173.0,2.019416778569362,0.3098465308960322,11.6889623845622,2.9309870740092547,58.91474997419693,15.517022182608644,0.5240790509995921,0.3558140758269217,114,0.5263157894736842,0.046800454806289464,0.34662280701754394,0.04436819935476072
Haffner_8,Haffner_8,110.7763,-12.3186,2.496,0.049,8.532,0.164,-0.116,0.06,1.29,0.061,221,-2.19468,0.73136,1.55174,0.25504,0.0443,0.04204,1.84535,0.16095,633,126,0.5248868778280543,0.59235,0.26736,1.37772,3.6753,0.3334,4e-05,0.3212669683257919,337.0,2.179395729834767,0.1984236701349974,18.009672951695016,3.0433805625610755,18.901408738183815,7.819704494684393,0.5310126435699477,0.3072626496078858,221,0.5294117647058824,0.03359195142451028,0.316683257918552,0.031628563183735706
Haffner_9,Haffner_9,111.1713,-17.0041,2.647,0.105,7.97,0.267,-0.145,0.029,2.215,0.056,218,-2.04549,0.4284,1.5851,0.22535,0.05203,0.03315,1.81151,0.1085,582,116,0.6467889908256881,0.67062,0.27107,1.27578,2.13713,0.39822,4e-05,0.4495412844036697,359.0,1.7784829524689911,0.1522707649040164,14.561840964568594,2.3671398468496925,6.408903263452437,4.075538598506254,0.4941552868396508,0.27306596438505226,218,0.5723302752293578,0.05487567884830899,0.3648807339449542,0.060410426436694566
Harvard_10,Harvard_10,244.8341,-54.9315,0.671,0.004,8.267,0.099,-0.024,0.029,0.586,0.049,252,-1.42258,0.2478,1.65446,0.18659,-0.09841,0.02971,1.67276,0.05745,425,85,0.4444444444444444,0.54351,0.24824,1.11042,3.51496,0.13056,0.21182,0.2619047619047619,364.0,3.7678635308924022,0.2325681380407641,53.13133796118141,7.240732504626012,3.480560983292348,0.9243894907882604,0.49463221396916324,0.28178722961939856,252,0.4700992063492064,0.034154888283348166,0.27409920634920637,0.028272231009761176
Harvard_20,Harvard_20,298.319,18.3437,2.234,0.071,8.027,0.099,-0.002,0.063,0.936,0.059,152,-1.89398,0.33711,1.92161,0.3215,-0.01161,0.03283,1.59534,0.08773,483,96,0.5526315789473685,0.63714,0.22858,1.35443,3.38904,0.23011,0.03346,0.3815789473684211,236.0,3.629771786267248,0.5486888615739295,33.464665134011106,8.284755117986956,3.179900393333968,1.070136630983722,0.5315123902988969,0.30532813069057446,152,0.5459144736842105,0.04069466186336175,0.34822368421052635,0.04468917790402799
Hogg_16,Hogg_16,202.3062,-61.2086,1.996,0.041,7.415,0.056,0.119,0.051,1.486,0.041,68,-1.57629,0.40986,1.18606,0.23247,0.11565,0.05657,1.60161,0.17662,232,46,0.6176470588235294,0.56832,0.25,1.68487,0.91866,0.59134,0.00439,0.4117647058823529,110.0,1.6585268698284117,0.1728321803881304,8.353438204923203,1.5462186430252025,3.112681867488809,0.7021746671214886,0.45403267193282537,0.23579785582318866,68,0.5423088235294117,0.07551251432957663,0.33652941176470585,0.0749006438708606
Hogg_22,Hogg_22,251.6592,-47.0786,2.416,0.102,6.945,0.071,0.064,0.073,2.169,0.018,74,-0.9809,0.40415,1.72116,0.46813,0.14151,0.09978,1.67399,0.26665,444,88,0.5405405405405406,0.66475,0.23413,,,,,0.4054054054054054,114.0,1.5997583159443174,0.3773530156762057,5.872834402729852,2.1579015924562057,1.5002106522848309,0.6033336121563501,0.5243698734721769,0.3554248459348571,74,0.5405405405405405,0.05793244721372784,0.3916756756756756,0.05817654963376221
Hogg_4,Hogg_4,149.4142,-54.6099,3.484,0.164,8.999,0.038,-0.046,0.065,1.917,0.065,564,-1.52942,0.95619,1.58391,0.14533,0.14507,0.04088,2.22811,0.24878,2165,433,0.7322695035460993,0.7653,0.28702,,,0.30809,0.04014,0.5088652482269503,977.0,5.008657426099801,0.2021935376175311,80.81839661980382,9.448044493188757,12.344962354500328,1.8026448915249744,0.4722662084428758,0.295117563577705,564,0.5998900709219859,0.07519704952467385,0.4052163120567376,0.06610650790049269
IC_1369,IC_1369,318.0191,47.7696,2.87,0.099,8.49,0.229,-0.009,0.03,2.563,0.058,336,-1.56493,0.41412,1.59516,0.20684,0.11415,0.03434,1.99408,0.11858,1262,252,0.6755952380952381,0.68157,0.26474,,,0.43373,0.34627,0.4761904761904761,563.0,2.032820816069909,0.1748078485394172,17.3770126081393,2.8344524681054786,17.783813030475184,9.815687953333136,0.4837495959807471,0.300393714158889,336,0.5793869047619047,0.061073111354245486,0.3909047619047619,0.05747294201931811
IC_1434,IC_1434,332.6303,52.8524,3.016,0.128,8.118,0.266,-0.047,0.066,1.454,0.045,578,-2.2781,0.33181,2.36517,0.22112,0.09568,0.01825,2.30151,0.09186,1432,286,0.596885813148789,0.7317,0.22676,1.25218,4.73305,0.15412,0.11081,0.4757785467128028,923.0,4.433448027888766,0.1914620712398324,78.93370545731774,9.395554806622693,1.662407575340242,1.0372537045863222,0.43712076553498413,0.26064302234907893,578,0.516939446366782,0.05090745453435109,0.3708166089965398,0.06513570109884545
IC_1442,IC_1442,333.9595,53.9963,2.808,0.112,7.465,0.087,-0.082,0.052,1.547,0.05,392,-2.16327,0.32427,1.63512,0.1957,0.06028,0.02787,2.06485,0.09777,1473,294,0.5561224489795918,0.61477,0.27012,1.15828,5.98062,0.14957,0.05812,0.3545918367346938,610.0,9.08781883643121,0.4410455365068966,162.32470442697706,20.0513717524219,0.1797278500706337,0.0422986415851444,0.44333884758277636,0.26332301968924654,392,0.5019311224489796,0.04072656401499414,0.31121173469387753,0.035450254867423446
IC_1590,IC_1590,13.2149,56.6326,2.532,0.188,6.871,0.139,-0.128,0.073,1.315,0.088,137,-1.23589,0.15651,2.07564,0.42933,-0.00209,0.03808,1.66052,0.06437,651,130,0.781021897810219,0.7948,0.22153,1.27787,1.96815,0.15244,0.45819,0.6423357664233577,244.0,1.275543261147196,0.3224998928393719,6.163098926370785,2.417002852594731,1.2055933983429306,0.6102707014892023,0.5265723274489749,0.30095581558459816,137,0.661043795620438,0.0795575864064147,0.4846204379562044,0.10458990687593993
IC_2157,IC_2157,91.1797,24.0869,1.877,0.049,7.738,0.282,-0.037,0.055,1.587,0.048,74,-1.47329,0.47739,1.16418,0.19429,0.07301,0.06447,1.5074,0.18455,189,37,0.5675675675675675,0.56935,0.29493,1.33787,2.01886,0.30754,0.11954,0.3378378378378378,116.0,1.5209239585435503,0.2702653823331361,8.452172303502625,2.400009564687011,6.471897912768364,4.586638990102545,0.44938686961754837,0.23613624122826768,74,0.5199054054054054,0.06544983018056742,0.2974189189189189,0.06118947129813629
IC_2391,IC_2391,130.7678,-53.0893,0.149,0.0,7.761,0.021,0.124,0.04,0.088,0.032,289,-1.45672,0.34885,0.05896,0.23884,-0.2,0.10269,1.37756,0.07981,215,43,0.2283737024221453,0.5678,0.25615,1.15569,2.35659,0.2733,0.00654,0.1314878892733564,355.0,1.680062191908641,0.2203391418480971,21.801516996972563,4.811193684420266,2.6455336271890757,0.5976711105397332,0.3883567952393701,0.28299056896449903,289,0.30962975778546714,0.05202834334892341,0.20657093425605536,0.0470089114516082
IC_2395,IC_2395,130.4568,-48.0611,0.693,0.004,7.122,0.023,-0.034,0.039,0.474,0.044,361,-1.52541,0.26146,1.10254,0.3167,-0.2,0.05283,1.55934,0.07894,484,96,0.4016620498614958,0.69031,0.23103,0.96836,2.11322,0.09902,0.60285,0.2770083102493075,506.0,2.649002564764576,0.2006024472993443,38.26859027936978,5.770616572163811,0.3460648865104926,0.0553087951016857,0.4705226933253834,0.32425793689361626,361,0.4366260387811634,0.03201143782959189,0.3017811634349031,0.027052654834342275
IC_2488,IC_2488,141.7932,-57.0357,1.287,0.012,8.184,0.036,0.019,0.025,0.979,0.024,642,-1.8619,0.22666,2.09653,0.20011,-0.03747,0.01969,2.01739,0.05189,1190,238,0.4672897196261682,0.59169,0.24705,1.17707,5.11982,0.15216,0.00106,0.2990654205607476,942.0,4.252551957003944,0.1984197236095859,82.73272273836325,10.098268593996991,1.8463867834603924,0.2724258776222461,0.4405400046316336,0.2570065272023254,642,0.45511059190031156,0.02113675157714151,0.27961993769470406,0.021623572421329458
IC_2581,IC_2581,156.8493,-57.6239,2.421,0.114,7.135,0.079,0.041,0.071,1.435,0.022,217,-1.19843,0.20048,1.65942,0.24157,0.13236,0.04015,1.98484,0.09649,834,166,0.511520737327189,0.58427,0.27222,1.40845,2.65511,0.26601,0.26432,0.3317972350230415,328.0,2.2813270122509315,0.3469976114527477,16.445601056579807,4.0935694760590415,0.8297557090763554,0.2558127665991311,0.5485003763246971,0.3643377553432033,217,0.5325852534562212,0.035586707515042414,0.34969585253456226,0.03326702004219909
IC_2602,IC_2602,160.6034,-64.3443,0.149,0.0,7.7,0.043,0.121,0.06,0.104,0.064,299,-1.28066,0.27087,0.16502,0.2184,-0.2,0.09393,1.47057,0.06968,264,52,0.31438127090301,0.50254,0.25598,1.14766,1.88615,0.27896,0.00222,0.157190635451505,393.0,1.9890235862355872,0.2264028072213419,27.492780787117336,5.419016456227891,1.822977593674775,0.4021074322874674,0.32637934992962586,0.22391575753296417,299,0.3210936454849498,0.026988352604974487,0.19038795986622073,0.027932041197266482
IC_2948,IC_2948,174.7877,-63.4337,2.242,0.081,6.814,0.063,-0.007,0.084,1.351,0.023,313,-1.39401,0.13489,2.02135,0.2645,0.0172,0.02674,1.9379,0.05286,1025,205,0.6773162939297125,0.77762,0.22103,1.08825,2.11547,0.06154,0.96683,0.5399361022364217,525.0,3.6986331906797,0.154087617084133,44.70396475979698,5.271492164190461,0.1457652352676474,0.0272500547534015,0.5239853965865953,0.34616878516059907,313,0.6035974440894569,0.05167384423620115,0.44753674121405757,0.06259091379738906
IC_361,IC_361,64.7416,58.2517,3.385,0.113,9.014,0.034,-0.229,0.041,2.374,0.044,748,-1.8164,1.04042,1.44623,0.12477,0.12474,0.03777,2.34037,0.23606,2459,491,0.81951871657754,0.61772,0.27949,,,0.2036,0.23426,0.4786096256684492,1361.0,3.5484008706691257,0.1458269719058605,59.6780725341402,7.002344927684436,17.305542252065553,2.4410366561598704,0.48017740092307426,0.302274708485424,748,0.6454344919786097,0.1000710180788856,0.3904852941176471,0.05408337926161564
IC_4665,IC_4665,266.6712,5.5021,0.31,0.013,8.309,0.27,0.112,0.066,0.51,0.148,253,-1.93339,0.81814,0.29588,0.57501,-0.2,0.14835,1.28553,0.17094,308,61,0.7905138339920948,0.82766,0.19099,1.21903,2.87789,0.18955,0.1633,0.6758893280632411,453.0,2.5793179901933883,0.1966477473864175,42.14206557184753,6.375082733924204,4.833749959960517,3.0928174035067,0.37964680114350136,0.27221104572789845,253,0.588707509881423,0.12007921949117321,0.47598023715415017,0.12030785575969835
IC_4996,IC_4996,304.1411,37.6504,1.912,0.08,7.027,0.023,0.076,0.065,1.863,0.049,134,-1.23688,0.16767,1.99145,0.24378,0.02968,0.02927,1.6818,0.07647,500,100,0.753731343283582,0.72642,0.2148,1.25385,0.67174,0.25702,0.175,0.5970149253731343,235.0,0.8876864548755696,0.1142137965465087,3.964669858032433,0.8617826813054329,2.684064641771772,0.6004900517090033,0.5315516454576439,0.3046344495340443,134,0.6464776119402985,0.0737322309181109,0.45393283582089555,0.09437211959880547
Juchert_20,Juchert_20,62.6978,46.8662,2.603,0.078,8.005,0.619,-0.188,0.047,2.41,0.163,162,-1.97058,0.33999,1.8211,0.24044,0.03497,0.03159,1.70136,0.08623,707,141,0.7098765432098766,0.68691,0.2491,1.14723,3.68595,0.17251,0.47618,0.5185185185185185,277.0,1.7421833106334164,0.2432773267065638,10.428102269012951,2.4191529489149453,9.700513364409582,14.008082613256638,0.5313221265283133,0.33720892919457923,162,0.6276604938271605,0.06105666502486981,0.4294012345679012,0.06496703918626465
Kharchenko_1,Kharchenko_1,92.1846,24.2756,2.407,0.093,8.671,0.077,-0.186,0.041,1.549,0.114,106,-2.78261,0.89599,1.49554,0.2588,0.06713,0.0357,1.68993,0.17725,348,69,0.5943396226415094,0.55506,0.23617,1.40736,3.42875,0.2481,0.12326,0.4056603773584906,169.0,3.096441083933716,0.4061116870268513,24.007275784138837,5.288777052900032,19.52797086852316,5.522190107465397,0.5309595735559719,0.3699704083264503,106,0.5699150943396225,0.050236786042803024,0.3965660377358491,0.0483027231037425
King_12,King_12,358.254,61.9608,2.491,0.099,7.259,0.097,-0.099,0.059,1.837,0.053,86,-2.00498,0.61779,2.22119,0.35124,0.05212,0.03555,1.61476,0.14303,300,60,0.686046511627907,0.63151,0.2255,0.81456,2.27939,0.22785,0.82053,0.5116279069767442,145.0,2.4522303511789625,0.3844515831456339,16.224881959138404,4.146157819965125,1.1189700284694994,0.3797710304363044,0.5364126114824276,0.35578893632463343,86,0.6228488372093024,0.06432769045748102,0.4405116279069767,0.0695314964690105
King_13,King_13,2.5554,61.1745,3.23,0.107,8.76,0.045,-0.155,0.03,2.194,0.051,539,-1.90161,0.53983,1.51665,0.15831,0.09979,0.02934,2.17702,0.12626,1577,315,0.7235621521335807,0.61233,0.27313,,,0.18811,0.30445,0.4397031539888683,929.0,3.542555528102094,0.1616767153388786,54.01556923750928,6.540369449962625,10.653223606825602,1.6977591208075298,0.43720832105313184,0.26110616079244986,539,0.5788274582560295,0.08402102774410924,0.35084972170686457,0.05626297402605323
King_14,King_14,8.0069,63.1666,2.232,0.086,7.47,0.11,-0.019,0.042,1.681,0.04,217,-1.56528,0.34231,1.81872,0.27001,-0.0322,0.04144,1.69831,0.10159,870,174,0.5483870967741935,0.56465,0.27051,1.03488,1.98023,0.1367,0.28892,0.3225806451612903,336.0,2.092140133332354,0.2136429420745124,14.414603889679228,2.636836694951849,2.047374488576431,0.6396715883632345,0.551504534832577,0.36867180157757085,217,0.5529953917050692,0.03378289923152534,0.3480599078341014,0.03438866222449095
King_15,King_15,8.2512,61.853,2.73,0.079,8.006,0.537,-0.109,0.039,2.063,0.082,131,-1.51906,0.3931,1.83432,0.27791,0.05746,0.03748,1.6719,0.10712,452,90,0.5954198473282443,0.71044,0.26112,0.65276,1.87052,0.2322,0.34352,0.4351145038167939,209.0,1.995836075696629,0.2679540608476499,12.833773988493784,2.883105153536336,7.900336928527101,9.92859140178618,0.5045325116534809,0.3135052757245166,131,0.5569770992366412,0.04917118313368201,0.3809236641221374,0.05470341725058713
King_16,King_16,10.9122,64.178,2.506,0.046,7.378,0.322,-0.063,0.055,2.528,0.049,149,-1.66944,0.3412,1.11057,0.17433,0.19606,0.04474,1.92029,0.15591,633,126,0.5973154362416108,0.61164,0.28633,2.67196,1.53446,0.18706,0.90954,0.3758389261744966,238.0,1.3673558502761411,0.2950357474873331,6.803326655122935,2.3036969584316065,3.509770152099261,2.860798510113534,0.5082255990854189,0.2727697039159852,149,0.5573892617449665,0.0476988724402892,0.32865100671140934,0.04953141044259472
King_17,King_17,77.0798,39.0688,3.318,0.075,7.559,0.45,-0.263,0.034,1.876,0.096,72,-1.25894,0.48705,1.37132,0.32024,0.07748,0.07136,1.5155,0.17039,281,56,0.6111111111111112,0.59696,0.26625,2.19874,1.58689,0.24839,0.57633,0.4027777777777778,116.0,1.4561646671886144,0.2630320233768102,6.493824773774558,1.87471374564436,5.578268755874417,6.000146496996668,0.5236012547160511,0.31566308885079003,72,0.576763888888889,0.062169468756838715,0.3676111111111111,0.06255001154083487
King_18,King_18,343.0382,58.3019,2.501,0.079,8.404,0.049,-0.09,0.027,2.096,0.063,287,-2.54596,0.42659,1.78607,0.21461,0.03318,0.02434,1.86476,0.08995,718,143,0.6480836236933798,0.70547,0.27263,1.17471,5.06942,0.33811,0.0,0.4529616724738676,473.0,4.675536711165066,0.5721659964393774,69.75705614972105,14.567616700318837,3.6342253679064473,0.8626316566527298,0.533811653988956,0.368998293671866,287,0.5967839721254355,0.04346202370389268,0.41179442508710806,0.03815510115892124
King_19,King_19,347.052,60.5269,2.487,0.081,8.775,0.042,-0.005,0.046,2.438,0.062,217,-1.52804,0.79523,1.39587,0.21435,0.15112,0.04604,1.93074,0.21431,676,135,0.5898617511520737,0.6738,0.27999,1.16388,1.96436,0.52195,0.00208,0.3824884792626728,345.0,2.3783791289054363,0.2278452653511451,20.242686404215995,3.5421519959330774,29.426042158364456,5.883151785923972,0.5289931910571131,0.3354461001674926,217,0.5616082949308756,0.03776315211189388,0.36253456221198155,0.035466677329789975
King_20,King_20,353.3215,58.4721,1.709,0.03,7.623,0.128,0.113,0.078,2.589,0.037,144,-1.68263,0.39648,1.30811,0.23354,0.07394,0.04428,1.7622,0.11814,471,94,0.5416666666666666,0.57256,0.25874,1.02931,2.26005,0.21709,0.10282,0.2986111111111111,222.0,1.7483110602723468,0.1801990982841697,10.801388183252731,1.987586562608508,3.8861577499995135,1.3502749487682657,0.5311006686206349,0.3088314896111085,144,0.5416666666666667,0.0415217386913243,0.3055555555555554,0.03813740831156344
King_21,King_21,357.481,62.7052,2.811,0.147,7.196,0.107,-0.114,0.05,2.597,0.034,190,-1.46725,0.27609,1.64851,0.23578,0.04713,0.04033,1.71844,0.10896,1078,215,0.5526315789473685,0.61264,0.26993,,,,,0.3684210526315789,295.0,1.5395625625183715,0.1420877415815904,7.372820082498337,1.2579050098404998,2.12993506794136,0.6383074883106097,0.5289605227491835,0.3523857975874933,190,0.5444473684210527,0.03653126737654284,0.3631526315789474,0.0352480428390441
King_4,King_4,39.0238,59.0265,2.203,0.062,7.923,0.347,-0.112,0.044,2.535,0.051,230,-1.93358,0.29254,1.6495,0.20006,0.04327,0.02755,1.80571,0.08331,888,177,0.5739130434782609,0.63422,0.26108,1.26136,2.35153,0.25714,0.00624,0.3565217391304348,362.0,1.9827499964356416,0.195373654266882,13.969658144244892,2.4903196025017773,5.995345580249015,4.908043189156103,0.5503646001211223,0.37528807440895523,230,0.5653217391304349,0.03319897687313368,0.3674869565217391,0.031946533011897135
King_5,King_5,48.6598,52.6931,2.186,0.114,8.961,0.038,-0.129,0.03,2.586,0.046,504,-2.25462,0.64154,1.78678,0.19651,0.06363,0.02657,2.10547,0.12125,1275,255,0.621031746031746,0.73731,0.28025,1.5157,7.51163,0.31389,0.0,0.4305555555555556,817.0,3.692315082242948,0.2705822817390634,57.46337207204312,8.53930628060475,15.90775494908664,2.743300975246799,0.4433243890961263,0.2622603932193576,504,0.5318194444444443,0.05510555756488893,0.3482896825396825,0.05235509223830613
King_6,King_6,51.9979,56.4272,0.702,0.001,8.072,0.193,0.041,0.06,1.909,0.062,290,-2.48611,0.25972,1.79819,0.14567,-0.04787,0.01622,1.76725,0.04713,497,99,0.5793103448275863,0.64292,0.22686,1.20812,1.91649,0.24713,0.00034,0.4275862068965517,458.0,1.611566763624246,0.1299422830249632,16.530252707285236,2.5899136911610103,7.1403665542967465,3.364606693648441,0.48860414355227294,0.31183425521112024,290,0.5355655172413794,0.03905958527392848,0.37312068965517237,0.04314043728004811
Koposov_10,Koposov_10,86.8591,35.4311,2.377,0.12,8.279,0.348,-0.192,0.036,2.505,0.099,105,-1.49269,0.53362,1.88938,0.3811,-0.00573,0.04847,1.49012,0.11557,457,91,0.6476190476190476,0.67152,0.25193,0.73247,1.81114,0.44085,0.0014,0.4666666666666667,173.0,1.7409368093261246,0.1806533049337227,8.991034368739678,1.6612781838815411,21.14415541033889,17.387403747620155,0.5043807812583478,0.3204023595121147,105,0.5830380952380951,0.06174407258956937,0.39894285714285715,0.06357170489209313
Koposov_12,Koposov_12,90.2358,35.2985,2.105,0.066,8.651,0.122,-0.101,0.03,1.852,0.062,304,-1.81238,0.54665,1.53804,0.22925,0.06013,0.03786,1.93343,0.12141,851,170,0.4703947368421052,0.6051,0.27251,1.51541,4.20181,0.36859,0.0,0.2796052631578947,447.0,3.418922902197292,0.2661372392932495,38.27608020291121,5.881360800548537,11.69694759241073,3.7452835215515208,0.5947451055416375,0.430723074228505,304,0.5321743421052632,0.04505289284727659,0.3556644736842105,0.05075314317851562
Koposov_36,Koposov_36,84.2284,31.2199,1.64,0.06,7.623,0.417,-0.112,0.062,2.577,0.236,178,-2.37082,0.29909,2.05234,0.23521,0.04076,0.02021,1.82778,0.0725,537,107,0.6460674157303371,0.723,0.22677,1.54637,2.78157,0.1266,0.55507,0.4775280898876404,293.0,2.228511833276626,0.2348135222134184,18.094542428288143,3.380630968978164,2.319809885519827,2.2692054684134444,0.5114805323788528,0.2744286791949446,178,0.5842696629213483,0.05249074776475392,0.38001123595505615,0.06934321990967786
Koposov_43,Koposov_43,88.0901,29.8911,4.658,0.284,9.04,0.042,-0.307,0.079,2.047,0.097,127,-0.76078,1.80637,1.57885,0.22132,0.12666,0.09749,1.6181,0.43524,948,189,0.7637795275590551,0.65792,0.27814,,,,,0.5118110236220472,224.0,4.4544842611445965,0.470145101190891,31.180398649746028,5.833391196855426,35.165624675299455,7.405969161322364,0.5407388871639497,0.35220703745913173,127,0.6589921259842519,0.07370958702547642,0.44050393700787405,0.06399068160613555
Kronberger_4,Kronberger_4,296.2948,28.1618,6.866,0.742,8.908,0.072,0.072,0.086,2.575,0.103,112,-0.0,1.29067,1.35197,0.31695,0.2,0.1483,1.57057,0.36807,750,150,0.8571428571428571,0.62241,0.28279,,,,,0.5,208.0,1.316103247935711,0.2177259320766229,5.315309132164266,1.422057510944764,152.2199140370481,47.91003288155117,0.5628027541472831,0.3496020500789836,112,0.7241875,0.0903072829306129,0.4322946428571428,0.06307080607098563
LP_0201,LP_0201,118.9571,-29.4691,3.408,0.196,7.313,0.114,-0.142,0.051,2.32,0.039,135,-1.44171,0.26802,1.27269,0.18123,0.11781,0.04196,1.76271,0.11674,656,131,0.7111111111111111,0.57297,0.25761,,,,,0.4,231.0,1.6105727100436855,0.195853146327958,8.346598555481494,1.7356479314675115,2.463147810833633,0.8248615085171419,0.5268315849953781,0.3015302050050643,135,0.6235259259259259,0.06431163724363237,0.3542888888888889,0.05003360132953397
LP_0665,LP_0665,108.7018,-26.2456,3.331,0.163,9.056,0.054,-0.068,0.058,1.333,0.1,125,-2.868,1.119,1.87288,0.29786,0.10467,0.0287,1.88398,0.21404,573,114,0.576,0.78215,0.25978,1.47672,5.4507,0.35569,0.01438,0.456,197.0,4.741082184542238,0.8747042541152582,39.86908756441223,11.724608313444774,28.5340687565394,9.110459870444473,0.5309918807976812,0.30621341868950774,125,0.559704,0.045595530307257076,0.38726400000000005,0.06095324687003967
LP_0733,LP_0733,111.0731,-20.2464,2.613,0.082,7.523,0.031,-0.149,0.039,1.108,0.021,286,-1.81675,0.24506,2.0964,0.23444,-0.02134,0.02557,1.83172,0.07464,936,187,0.5734265734265734,0.64962,0.2524,1.07965,4.40449,0.05301,0.98685,0.3986013986013986,450.0,4.642326048799202,0.4035090343063299,58.05893028666318,9.536066511699005,0.5742896245538074,0.1028484391019485,0.5468847920885315,0.3737854345170092,286,0.562888111888112,0.03005241113469237,0.388034965034965,0.029773904020912227
