Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,n_members,rh,e_rh,t_relax,e_t_relax,bin_frac_05,bin_frac_corr,bin_frac_05_corr,er_bin_frac,er_bin_frac_05,tau,e_tau
NGC_6253,254.78,-52.7072,1.594,0.023,9.525,0.014,0.036,0.055,1.036,0.055,615,-0.0,1.48965,1.76381,0.14907,0.04027,0.06347,2.06033,0.15725,2861,572,0.5216450216450217,0.64765,0.25099,1.09202,1.32996,0.08163,0.28545,1009.0,1.6465422532022367,0.0728995695428106,13.61179163073488,1.6336134366058412,0.512987012987013,0.43516859276531744,0.41878162924191764,0.07996815702703888,0.07714258229559771,246.0847537523932,30.580594127856358
NGC_6268,255.5168,-39.7014,1.409,0.023,8.343,0.052,-0.044,0.045,1.562,0.05,230,-1.17757,0.2834,2.29396,0.31939,-0.01436,0.0318,1.78096,0.07442,536,107,0.39303482587064675,0.58549,0.21664,1.143,1.81216,0.2083,0.02016,338.0,1.7409725373852807,0.12818533232575746,14.006624738924527,2.0850754934979845,0.3582089552238806,0.27796486698536926,0.23294606819222619,0.08266738358272642,0.08159679564222935,15.727746720675002,3.0046451637979548
NGC_637,25.7742,64.0411,2.316,0.088,7.265,0.054,-0.003,0.048,1.962,0.027,123,-1.17749,0.28176,1.22098,0.28782,0.12575,0.06157,1.68303,0.121,430,86,0.4489795918367347,0.61877,0.2619,0.66004,1.13935,0.2735,0.70242,192.0,0.9891265406616403,0.22999791423667626,4.29972045036167,1.5601176377165216,0.42857142857142855,0.3339096329514572,0.30330854153977416,0.14263085355999808,0.127769960666868,4.281143443439721,1.642053725742609
NGC_6425,266.7017,-31.4717,0.969,0.011,8.712,0.024,0.05,0.059,1.094,0.07,216,-1.29787,0.39139,2.35571,0.36157,-0.11723,0.03554,1.60539,0.06771,415,83,0.35789473684210527,0.58335,0.24252,1.25217,2.23767,0.31321,4e-05,310.0,1.93575524564252,0.21522075972796467,17.423949382374897,3.3881914732930363,0.30526315789473685,0.271418307962401,0.2110577741496415,0.08403954053786482,0.08331459932688955,29.570141262171763,5.977780035538748
NGC_6444,267.4126,-34.8178,1.638,0.087,8.451,0.383,0.188,0.065,1.616,0.148,193,-0.77524,0.38592,1.58818,0.22748,0.11135,0.04847,1.77579,0.1206,630,126,0.43037974683544306,0.60659,0.24835,1.19713,2.40235,0.37126,0.00803,296.0,3.2695627121048414,0.2530908116454056,29.927674588230595,4.586073140251709,0.3987341772151899,0.31530978795016557,0.2734712901835355,0.10727405636952655,0.10101432988437921,9.439022622982634,8.448912236799782
NGC_6475,268.4215,-34.8721,0.273,0.0,8.667,0.0,0.114,0.0,0.204,0.0,595,-1.19323,0.27701,1.59289,0.27233,-0.2,0.03965,1.86536,0.0487,791,158,0.322,0.56471,0.24494,1.1541,1.48798,0.15288,0.00397,851.0,2.0907963869593273,0.10361745953158343,32.154149539509646,4.003276861442031,0.294,0.3040122290719705,0.2750217904645165,0.10780133934232916,0.0970105207490404,14.44651100636242,1.7986289193957723
NGC_6520,270.8547,-27.8821,1.572,0.064,7.937,0.304,0.162,0.069,1.337,0.066,185,-1.22934,0.25913,2.00461,0.28871,0.06791,0.03439,1.82047,0.08785,555,111,0.5751633986928104,0.65739,0.25313,1.33818,0.61712,0.34091,0.02381,305.0,0.833525222871605,0.058390139367727543,4.202737463782367,0.6096345232291109,0.5294117647058824,0.48868696981310616,0.435206380960787,0.15845588651175604,0.14679198420661563,20.581059993151285,14.712530392554024
NGC_6568,273.2109,-21.6117,1.019,0.008,8.891,0.025,0.151,0.041,0.828,0.062,315,-0.89035,0.31898,2.13329,0.2794,-0.12055,0.03616,1.76614,0.05371,784,156,0.5151515151515151,0.64122,0.24878,1.1911,2.66333,0.24571,0.00013,502.0,2.7761564138961674,0.19253480168484982,32.05178443722594,4.613715959961529,0.4696969696969697,0.46820305494261205,0.4216241647527158,0.14464759440078784,0.13247839237233183,24.27435990540883,3.763234028381365
NGC_659,26.1019,60.6713,2.634,0.058,7.374,0.089,-0.083,0.055,2.174,0.047,270,-1.34625,0.23615,1.30519,0.19572,0.11538,0.04221,1.94043,0.09872,1094,218,0.4272300469483568,0.60345,0.28156,1.07264,2.73652,0.16327,0.52649,418.0,2.4634711068883317,0.20533537139042746,19.561097480179324,3.127270025757393,0.4131455399061033,0.2603630946255104,0.22658625347528633,0.07000992500521015,0.06936023448364327,1.2095025342433225,0.3143668169025757
NGC_6604,274.5254,-12.2434,1.935,0.037,6.809,0.057,0.103,0.077,2.881,0.037,152,-1.13513,0.13389,2.32708,0.38756,0.04007,0.03607,1.74716,0.06115,871,174,0.7022900763358778,0.76381,0.20726,,,0.26905,0.33846,265.0,1.3809443005903363,0.2001169616314292,6.403249519934478,1.5317910688684866,0.7022900763358778,0.555344621281162,0.5366083477421238,0.16894708104125544,0.13679337534344715,1.0060036915784114,0.27449802543864554
NGC_6633,276.865,6.6414,0.391,0.002,8.901,0.175,-0.117,0.043,0.549,0.238,278,-1.54609,0.63417,0.98941,0.17689,-0.01796,0.05699,1.84673,0.11982,512,102,0.6502057613168725,0.67544,0.22046,1.10947,2.23366,0.14728,0.10059,471.0,2.4352929784592328,0.1306207449478623,30.946099248005623,3.962431351115114,0.5802469135802469,0.6032573011079694,0.532174108635993,0.19572153319010227,0.1753968199761376,25.72729260760153,10.877675752929454
NGC_6694,281.3173,-9.3785,1.675,0.037,8.001,0.159,0.173,0.024,1.892,0.029,513,-1.63935,0.34161,1.694,0.22347,0.02036,0.03573,2.02296,0.10202,1208,241,0.3594936708860759,0.52754,0.26662,1.40171,3.00303,0.32857,0.0,773.0,2.397882883555468,0.17571119067577576,29.514597831882888,4.380906932980905,0.3392405063291139,0.24442371200079843,0.2139776192974595,0.05799626610229782,0.05208202620199132,3.3959644098391437,1.3415963861169484
NGC_6709,282.8393,10.3438,1.043,0.006,8.197,0.049,0.047,0.021,1.082,0.023,377,-1.8278,0.24921,2.15511,0.22734,-0.08311,0.02222,1.81381,0.05113,679,135,0.40445859872611467,0.52725,0.22741,1.27143,3.16968,0.2379,4e-05,567.0,2.618141979503176,0.1814879609801786,34.82719416641216,5.010055191337635,0.32802547770700635,0.3179821698464104,0.233820093961911,0.08214125212855809,0.061912603493795654,4.519407612756206,0.826248934187214
NGC_6728,284.7119,-8.9423,1.699,0.021,8.762,0.041,0.122,0.049,0.876,0.092,511,-2.02238,0.47512,1.82558,0.22051,0.00075,0.02933,1.9889,0.09355,1170,234,0.3981264637002342,0.60354,0.25556,1.45218,5.67041,0.36157,0.0,765.0,5.04330412106153,0.33306270831868634,90.6940490925857,12.765990334708354,0.36768149882903983,0.3511780034913311,0.3196086938847859,0.08329927660896086,0.07735612106063533,6.374134281021735,1.0803272985851853
NGC_6793,290.8032,22.1722,0.583,0.002,8.517,0.169,0.126,0.053,1.17,0.057,250,-2.00735,0.36041,1.75969,0.20602,-0.1034,0.02658,1.64492,0.05422,409,81,0.38571428571428573,0.58213,0.25535,1.27488,3.10366,0.26181,0.00057,371.0,2.1869286440429554,0.19167668615642616,24.316864109360356,4.002297342083839,0.3523809523809524,0.2992378568345815,0.25817556863585706,0.09552545384535745,0.08871858557733973,13.523603594486383,5.713897324538811
NGC_6811,294.3895,46.3864,1.107,0.007,9.003,0.012,-0.021,0.025,0.255,0.042,363,-1.36598,0.54,1.74331,0.24628,-0.06964,0.04257,1.80282,0.08242,646,129,0.34983498349834985,0.60109,0.27798,1.60368,4.83898,0.27829,0.0,529.0,3.1390418556320756,0.21513499292132857,44.300212608329915,6.3486227762538086,0.3102310231023102,0.33184721257032035,0.29125281356682675,0.1425909678719182,0.12690609197779176,22.729725424894863,3.31736944776582
NGC_6830,297.7246,23.0977,2.024,0.046,7.722,0.212,0.159,0.018,1.857,0.034,263,-1.72902,0.28269,1.52187,0.19407,0.09068,0.03073,1.98802,0.09665,699,139,0.4955357142857143,0.62924,0.27469,1.04508,1.77441,0.33109,0.00038,413.0,2.693020744547812,0.17406610790087304,27.701131594040806,3.846964011859519,0.45982142857142855,0.3804657554004368,0.33455854153977416,0.10802192491638547,0.09504348996326775,1.903279148120589,0.9659483269036843
NGC_6866,300.9715,44.1596,1.377,0.021,8.892,0.031,0.063,0.064,0.514,0.078,229,-1.69262,0.52537,1.92816,0.2301,0.02125,0.03016,1.79672,0.10175,449,89,0.37142857142857144,0.64015,0.24134,1.32361,2.52605,0.32696,1e-05,326.0,2.5835144632214178,0.300183207539784,26.880256795645,5.389395942660969,0.319047619047619,0.32448011121966835,0.2709748141033651,0.12437845066292638,0.09808546513081157,29.011259693382165,6.174285093341838
NGC_6910,305.7806,40.7493,1.64,0.031,6.989,0.04,-0.03,0.039,3.311,0.101,422,-1.65362,0.14649,2.10512,0.22614,0.08793,0.02149,2.05662,0.05999,1528,305,0.7029972752043597,0.79062,0.21813,,,0.26748,0.04936,735.0,4.089103645114725,0.4386629474243506,56.05980408215106,10.615026886677803,0.6948228882833788,0.48880229561220767,0.45685123865142596,0.08017613300652426,0.07319349190988707,0.17391955852871321,0.03662118019201903
NGC_6913,305.8575,38.4713,1.636,0.047,6.921,0.037,-0.003,0.072,2.832,0.163,241,-1.39612,0.16891,1.45948,0.16786,0.14838,0.03083,2.02636,0.08242,903,180,0.515,0.69952,0.26751,,,0.28189,0.10015,385.0,3.4319518518908927,0.32241666165039323,33.141065344668526,5.72023299401562,0.51,0.3680545449452842,0.34431827140624605,0.09469383559662162,0.08852272250671013,0.2515553365437454,0.04842028254122491
NGC_6939,307.937,60.6499,1.719,0.04,9.183,0.017,-0.007,0.036,1.397,0.034,797,-1.66627,0.66181,1.81107,0.1587,0.04808,0.02733,2.21489,0.10993,2031,406,0.5209580838323353,0.69399,0.26707,1.14669,3.58803,0.17915,3e-05,1274.0,3.018591350559829,0.13341193845955512,48.74004176953874,5.845798480677361,0.5059880239520959,0.4344816549526311,0.4117826402070005,0.06816504556382738,0.06447441858886618,31.269007954559935,3.9450346507816674
NGC_6940,308.5568,28.3041,1.0,0.009,9.022,0.017,0.008,0.045,0.709,0.055,715,-1.19297,0.30907,2.26511,0.21701,-0.09742,0.02519,2.01298,0.04708,1393,278,0.43106180665610144,0.68548,0.23586,1.27642,8.02996,0.25631,0.0,1071.0,4.017936915745936,0.201576908415465,78.15334040728358,9.767642217588667,0.40570522979397783,0.38411334644719836,0.3576324248497239,0.07613054866376599,0.07403143790830831,13.460229189706968,1.7628465839415142
NGC_6991,313.7985,47.2687,0.551,0.01,9.157,0.013,0.07,0.032,0.32,0.052,332,-1.1596,0.32152,1.72594,0.18561,-0.12442,0.03019,1.79833,0.04235,672,134,0.5156794425087108,0.69392,0.24761,1.40022,9.33495,0.341,0.0,525.0,4.1055439031319345,0.47706588932655286,64.56802394356352,12.965360453754334,0.4843205574912892,0.4976916715806813,0.46534234795580576,0.20837051020969444,0.19596134292829526,22.23220327461722,4.5135912230686195
NGC_6997,314.1423,44.6326,0.857,0.013,8.631,0.081,0.124,0.088,2.038,0.092,248,-1.78369,0.28331,1.74502,0.17742,0.02352,0.02206,1.84975,0.05833,535,107,0.5330188679245284,0.67856,0.25074,1.04633,1.37754,0.17614,0.05115,397.0,1.5886610646882418,0.13200613988417026,13.898244830361916,2.220889662071561,0.5047169811320755,0.3661519156016819,0.31815769470125854,0.08375620502782605,0.08160949470332059,30.763804449432232,7.555670971250383
NGC_7039,317.6554,45.5859,0.739,0.006,7.124,0.037,-0.031,0.051,0.517,0.079,165,-1.62085,0.31816,1.02474,0.36554,-0.2,0.05988,1.3274,0.08049,218,43,0.30985915492957744,0.70787,0.23209,0.99095,2.12177,0.1779,0.35331,232.0,2.0055881399081987,0.3269409116686031,20.1877093293123,5.322741500361901,0.3028169014084507,0.26291069472067435,0.25474409646419677,0.12191137402880292,0.11934388678439635,0.6590417943289321,0.18261071981821686
NGC_7062,320.8567,46.3738,2.124,0.059,8.65,0.166,0.036,0.041,1.679,0.076,192,-1.38703,0.37193,1.82084,0.28691,-0.00115,0.03819,1.70137,0.0773,568,113,0.48427672955974843,0.63462,0.25798,1.09112,2.36344,0.22576,0.02504,302.0,1.8520430046532477,0.21987996356389602,13.652264536273135,2.7848175011407816,0.4591194968553459,0.36920677067447094,0.33385660982369153,0.1190658182375621,0.1143616090161812,32.7186446588517,14.175437239918924
NGC_7063,321.1081,36.4906,0.656,0.003,8.187,0.169,0.002,0.025,0.325,0.039,79,-1.30406,0.61843,1.04337,0.29092,-0.09811,0.08865,1.348,0.13145,131,26,0.3559322033898305,0.4118,0.30815,1.10641,1.08142,0.27471,0.08067,120.0,1.1158309054397966,0.15919374007166978,6.541888685602891,1.543178483369662,0.288135593220339,0.337944432461801,0.26915738368485553,0.062333774883160976,0.05896184821343465,23.512393961825392,10.69936636116571
NGC_7067,321.0723,48.0137,4.654,0.167,7.085,0.044,-0.083,0.047,2.565,0.034,105,-1.04192,0.27177,1.24337,0.31129,0.2,0.08133,1.80486,0.14013,701,140,0.5,0.62234,0.2866,,,,,172.0,2.1772242843330925,0.3984714146314679,10.108016668933574,2.952797727346612,0.4868421052631579,0.3530545449452842,0.32116037666940395,0.1593376091329681,0.14535733390376032,1.2031895479399513,0.372019333113348
NGC_7082,322.1874,47.1038,1.295,0.016,8.225,0.099,0.028,0.065,0.985,0.052,451,-2.08602,0.25204,2.38706,0.24142,-0.0667,0.01884,1.85676,0.05084,847,169,0.3869346733668342,0.6059,0.2423,1.22732,5.98479,0.23339,1e-05,658.0,3.7332786540028233,0.21749987055957612,59.97125506605857,7.953774850218811,0.34673366834170855,0.3399862131579311,0.2986608633974546,0.0929706224017369,0.08448485411324491,2.7993478146711284,0.738272883108797
NGC_7086,322.6064,51.5921,1.555,0.025,7.741,0.23,-0.005,0.047,2.325,0.045,845,-1.88799,0.20815,1.89164,0.16028,0.03201,0.01946,2.25799,0.06044,2152,430,0.5278551532033426,0.66229,0.25274,1.4602,3.71405,0.13932,0.00199,1351.0,2.6459310895405457,0.12166951295664427,40.822314224097774,4.956009354250483,0.5013927576601671,0.3609882008804962,0.3148334712293501,0.05572751817922123,0.0508957367548724,1.3492809187193417,0.7331072280221756
NGC_7092,322.8179,48.2639,0.327,0.023,8.565,0.142,0.179,0.132,0.047,0.004,282,-1.59382,0.53291,0.85021,0.57971,-0.2,0.09417,1.47435,0.10733,331,66,0.3110236220472441,0.62459,0.23362,1.4196,5.28052,0.2891,0.00066,389.0,4.300182099660757,0.5238271063188282,77.41291678728916,16.113649595690188,0.2874015748031496,0.2930358511192146,0.26842336526766614,0.13465283427419827,0.12477089203079873,4.7444575884833515,1.8389575624076995
NGC_7128,325.991,53.7117,3.133,0.184,7.189,0.09,-0.046,0.031,2.941,0.031,249,-1.54877,0.25492,1.24693,0.19876,0.2,0.04321,2.03885,0.1202,1366,273,0.4587628865979381,0.62352,0.27616,,,,,393.0,1.1507903602334157,0.11663826392871182,5.318996521570018,0.9676950265714861,0.4587628865979381,0.31181743154322233,0.29308115800418416,0.09574889858761512,0.08604870056220877,2.9051615906721793,0.8011326559611912
NGC_7142,326.3063,65.757,2.168,0.069,9.502,0.031,-0.099,0.067,1.429,0.065,527,-0.16072,0.99754,1.79578,0.18345,-0.00757,0.05805,1.9488,0.0841,3434,686,0.609375,0.66219,0.26825,1.6312,5.10141,0.33868,0.0,904.0,3.109069228118222,0.16494214780439057,29.421483063819274,3.7573618842114724,0.6041666666666666,0.5228985711202958,0.5099612829215713,0.10011817541211768,0.09757091178710788,107.97803984791301,15.797480412874382
NGC_7160,328.4459,62.5841,0.894,0.015,7.26,0.136,-0.036,0.055,1.188,0.079,69,-1.47318,0.23709,1.50322,0.38254,-0.19262,0.04827,1.17253,0.06778,205,41,0.75,0.68815,0.23607,1.02357,1.03982,0.20238,0.51738,124.0,0.865363533262875,0.12001666471256371,3.6596499413197927,0.8447224084632055,0.7142857142857143,0.6635235711202958,0.620080330540619,0.3222935801186773,0.29202220451539157,4.972335845744135,1.934373066706901
NGC_7209,331.1915,46.5209,1.178,0.017,8.625,0.095,0.048,0.064,0.699,0.089,410,-1.3171,0.37601,2.1028,0.28701,-0.04673,0.03488,1.89418,0.08294,1087,217,0.453551912568306,0.61968,0.23211,1.33706,7.02632,0.23281,2e-05,620.0,5.2926278627160075,0.439441843664352,85.10751004252121,13.583738772616442,0.39617486338797814,0.40660345235940293,0.3481020584437242,0.11634544209292894,0.10229854171794384,4.954868297966834,1.3416989821161343
NGC_7226,332.6055,55.395,4.098,0.25,8.591,0.311,-0.126,0.032,1.856,0.151,97,-1.81493,0.83041,1.60014,0.38346,0.14503,0.05007,1.72473,0.23,432,86,0.5189873417721519,0.68311,0.24664,,,,,156.0,1.3420565368614354,0.15570535730137341,5.785219451204272,1.1598469953049795,0.4936708860759494,0.4039173828868744,0.368407999044295,0.17661438616826483,0.1689038486400149,67.40314519881716,50.12360618207187
NGC_7235,333.0843,57.2744,3.112,0.104,7.148,0.055,-0.125,0.038,2.702,0.03,308,-1.11327,0.23223,1.47581,0.21159,0.13337,0.04747,2.01997,0.12666,1635,327,0.3333333333333333,0.61455,0.26814,,,,,446.0,3.151894293206127,0.27331213465758025,24.398986367754247,4.0030932300699575,0.32941176470588235,0.18638787827861752,0.16373003611212839,0.0532490346859838,0.04862277582913534,0.5762729250048471,0.11943811416304141
NGC_7243,333.7764,49.837,0.864,0.005,8.13,0.084,-0.004,0.037,0.803,0.042,371,-1.58348,0.198,2.36433,0.24041,-0.14158,0.02051,1.67917,0.03969,587,117,0.2826086956521739,0.52607,0.24656,1.10189,3.39326,0.14528,0.04271,511.0,3.275942861014544,0.22065723235892665,48.17191954629512,6.8363580672912025,0.2360248447204969,0.2356602354432708,0.18795203977624297,0.070663150106077,0.06003031265917285,2.800309589687929,0.6717842703401443
NGC_7245,333.8087,54.3372,2.798,0.094,8.796,0.043,-0.085,0.033,1.288,0.074,522,-2.28948,0.52831,1.65815,0.1759,0.03788,0.02658,2.06282,0.10409,1186,237,0.5308641975308642,0.63376,0.26959,1.23325,4.55327,0.24517,0.0,854.0,3.136688884925722,0.17123554979971134,48.39368906325905,6.251705523342151,0.5111111111111111,0.44438776865116,0.4169057273660157,0.08005500214588175,0.10201857423727849,12.918475629301053,2.1026499448786464
NGC_7296,336.9918,52.3319,2.41,0.058,8.4,0.176,-0.089,0.057,0.793,0.076,211,-2.01106,0.52478,1.55355,0.24275,0.03305,0.03796,1.84449,0.12405,642,128,0.44970414201183434,0.57248,0.263,1.67885,3.91729,0.32359,5e-05,329.0,2.4806556044212926,0.425475577337889,21.305155251360375,5.878399913404781,0.40828402366863903,0.40275568180293125,0.3602112187243851,0.1597537079302875,0.1393239507135213,11.790040494303337,5.7802514428353104
NGC_7423,343.7852,57.0933,3.688,0.125,9.124,0.042,-0.186,0.059,2.111,0.098,240,-2.5822,1.46805,1.62208,0.18444,0.11605,0.03529,2.08226,0.29385,776,155,0.7321428571428571,0.76736,0.28671,,,0.4181,0.09979,435.0,2.0794379566532677,0.17791882696719066,18.599996357430474,3.0247615052864707,0.7321428571428571,0.5652759048200107,0.5455835707120401,0.14579885641675794,0.133309725345603,71.52982142636776,13.53376336791796
NGC_743,29.5908,60.1331,1.045,0.025,7.823,0.304,0.001,0.055,1.768,0.089,77,-1.94908,0.42584,1.37749,0.31383,0.01777,0.04463,1.54888,0.11172,178,35,0.5901639344262295,0.57795,0.23557,1.22811,1.66916,0.18769,0.51628,129.0,2.3195926081183096,0.2748520406707188,17.750833349413853,3.605486573240546,0.5081967213114754,0.475093975540952,0.38293383427982103,0.2130649843276336,0.1865993050059056,3.747841823007762,2.7316510031568897
NGC_744,29.6555,55.4796,1.265,0.026,8.343,0.135,-0.046,0.041,1.268,0.112,129,-1.51319,0.50189,2.21429,0.44258,0.01204,0.04209,1.67217,0.13341,315,63,0.5,0.59651,0.20233,1.36121,1.28271,0.15441,0.51859,197.0,1.4152427937370904,0.16876599721911348,8.769776662284281,1.7971756504361265,0.4918032786885246,0.41352357112029575,0.39759789494342923,0.15210828487583722,0.1530653822352597,25.11952753058657,9.352520350316341
NGC_7510,347.7746,60.5894,2.95,0.115,7.02,0.031,-0.187,0.056,3.065,0.038,481,-1.13481,0.16524,1.85802,0.27022,0.12583,0.03904,2.17257,0.07601,2997,599,0.6717948717948717,0.70225,0.24897,,,,,834.0,2.0603219870779133,0.25845031205713975,15.891290736835126,3.385695650373993,0.6461538461538462,0.4575998922027197,0.40818219652189336,0.08504957921309439,0.06244718872097758,0.658932345642455,0.14805746817868015
NGC_7762,357.3992,68.0458,0.931,0.014,9.206,0.024,-0.052,0.051,2.543,0.04,491,-2.94781,0.96977,1.71415,0.12501,0.11735,0.01731,2.46201,0.17612,1394,278,0.5975903614457831,0.71479,0.25256,1.18664,3.00478,0.16339,0.00574,815.0,2.201572013361442,0.10478941542610787,25.25140106321793,3.096786255110454,0.5783132530120482,0.45064490639106736,0.4126315244182942,0.07422307931919055,0.08061825331981932,63.63770663615185,8.560163431144654
NGC_7790,354.3582,61.2169,2.853,0.074,7.457,0.295,-0.109,0.048,1.931,0.033,369,-1.66282,0.26095,1.6712,0.21389,0.09764,0.03196,2.07218,0.09567,1273,254,0.3709677419354839,0.60616,0.27833,0.99877,5.91121,0.18652,0.08554,543.0,3.2157509823875494,0.42595437996882934,33.42462852828099,7.431242745288559,0.35161290322580646,0.2558977830502064,0.22635001619415207,0.059849923710321586,0.07327355218655122,0.8569064477360349,0.6124499165894186
NGC_886,35.7879,63.8207,0.988,0.013,8.51,0.11,-0.017,0.077,1.825,0.082,224,-1.49548,0.37535,2.08716,0.25791,-0.05621,0.0322,1.7342,0.0787,613,122,0.5989847715736041,0.7691,0.25431,1.123,4.71547,0.2083,0.01314,369.0,4.286250310484114,0.3826696333162642,54.26572217916454,9.053807606625043,0.5888324873096447,0.4839148126883266,0.46356960027799027,0.12642613964055766,0.13066317283100376,5.963131861790142,1.8086018396922308
NGC_957,38.3705,57.5497,2.05,0.07,7.375,0.079,-0.029,0.052,2.291,0.014,552,-1.42264,0.20146,1.73459,0.20728,0.05749,0.03086,2.13163,0.08129,2071,414,0.4967032967032967,0.66122,0.268,1.40625,4.41725,0.192,0.00894,875.0,5.337366709390995,0.5840403978118922,82.94111149614562,15.939239477404602,0.47912087912087914,0.3298363443804503,0.29256159269006216,0.05469823485492636,0.053114074698284414,0.28591052891446433,0.07565590337797966
Patchick_3,79.1101,45.5825,1.587,0.049,9.141,0.037,-0.123,0.074,1.365,0.081,77,-3.0,2.65107,1.71937,0.2643,0.12303,0.05165,1.85575,0.54973,213,42,0.6521739130434783,0.70495,0.22685,1.6919,1.39512,0.39247,0.03502,130.0,1.9706923606622093,0.23481582625513858,12.780671638640541,2.608793061642254,0.6376811594202898,0.5656974841637741,0.5434757756751945,0.2670964455376947,0.24477781419245798,108.25459084550494,23.944424871099216
Pismis_11,138.9667,-50.0076,2.211,0.19,6.833,0.101,0.006,0.13,3.411,0.085,68,-1.32005,0.21777,2.40552,0.80237,0.14617,0.04718,1.67125,0.0997,467,93,0.8035714285714286,0.70411,0.16363,,,,,125.0,0.5754477637681046,0.10409862067468983,1.322710277514475,0.38231938483264905,0.7857142857142857,0.5893764489792765,0.5477426360823329,0.24474136814470318,0.21652257169283332,5.146776057210245,1.9093789024181276
Pismis_12,140.0067,-45.1311,2.099,0.09,9.072,0.041,-0.128,0.081,2.022,0.119,281,-1.41152,0.57579,1.94637,0.2237,0.03421,0.03142,1.85632,0.09405,911,182,0.5803571428571429,0.67928,0.25586,1.28506,2.2192,0.19448,0.02754,468.0,1.9927306670660683,0.1350854118377691,17.083733672849906,2.435113612868641,0.5758928571428571,0.4134901905342965,0.3893335707120401,0.0839093314084467,0.09069837562476632,69.0903205502165,11.812245141057224
Pismis_15,143.6816,-48.0463,2.089,0.103,9.091,0.049,-0.042,0.048,2.183,0.048,193,-2.16342,0.97081,1.63294,0.19834,0.09921,0.03247,1.92848,0.18875,554,110,0.5174825174825175,0.6424,0.27445,1.27803,1.79985,0.21097,0.09095,317.0,1.5972075270222443,0.16764792966941797,11.504626122357314,2.1413739990126897,0.4965034965034965,0.35061556515967107,0.3099442100726795,0.10740287819114841,0.10150491550989597,107.18339041305953,23.329275548856362
Pismis_27,92.7173,20.62,1.763,0.067,6.948,0.023,-0.098,0.057,2.161,0.196,63,-1.60816,0.25233,1.8728,0.34709,0.02455,0.03559,1.43308,0.08101,205,41,0.7142857142857143,0.76374,0.21628,1.37283,1.11705,0.26064,0.32925,110.0,0.9565612730019095,0.37174952434035746,3.892402560440224,2.3022069442627533,0.7142857142857143,0.5474187619628679,0.5277264278548973,0.23821065229918809,0.21605679660357965,2.279199024927231,1.3534520553371132
Pismis_4,128.8007,-44.4462,0.677,0.003,8.306,0.058,-0.051,0.025,0.207,0.028,137,-2.13578,0.62627,1.32249,0.29855,-0.05107,0.05031,1.54473,0.12028,235,47,0.358974358974359,0.5668,0.23702,1.19622,3.55058,0.22147,0.0753,199.0,3.4772404341104237,0.4564775490341182,39.40932326697414,8.703574714188917,0.3418803418803419,0.3409865880463295,0.32290213234485843,0.18486256421255393,0.17645430823900382,5.133351732465807,1.3248682141220351
Pismis_5,129.3686,-39.6462,0.905,0.011,7.002,0.087,-0.051,0.058,1.586,0.122,201,-1.59566,0.19591,1.87341,0.29049,-0.2,0.02938,1.37069,0.05276,332,66,0.5988372093023255,0.72733,0.22001,1.06545,2.28093,0.11378,0.71518,333.0,1.6903943186862465,0.39908655008009625,16.82633905606228,6.189081841617816,0.5872093023255814,0.48376725041704804,0.46194641529392705,0.14487750222780107,0.11565345720223169,0.5970495346202158,0.25006498568453445
Pismis_8,130.4128,-46.2724,1.747,0.072,7.146,0.131,-0.037,0.123,2.227,0.059,78,-1.73509,0.41254,1.28454,0.2869,0.12316,0.04991,1.62109,0.13416,250,50,0.5238095238095238,0.691,0.2527,1.14527,1.00954,0.46133,0.02265,126.0,0.7019836317690437,0.14686780017524037,2.450256925902223,0.8070524390854796,0.5238095238095238,0.3569425714866774,0.33725023737870685,0.16463043713118167,0.16796735825068426,5.712002311991294,2.5511206145421332
Pismis_Moreno_1,334.6217,63.2209,0.894,0.016,7.046,0.127,0.054,0.091,1.898,0.049,57,-1.3495,0.27412,1.72937,0.40645,-0.2,0.04887,1.13364,0.07912,164,32,0.5555555555555556,0.73298,0.23198,1.00108,1.05572,0.31439,0.10037,90.0,0.9353327553799875,0.18881834369081263,3.63551375534053,1.1565943153718028,0.5370370370370371,0.4404855966702781,0.4117741500053827,0.21796322519048178,0.21148300327493424,3.057976952084063,1.3214068944150215
Platais_8,137.2215,-58.3813,0.135,0.001,7.709,0.05,0.153,0.037,0.055,0.063,165,-1.32708,0.62807,0.05919,0.32097,-0.2,0.2023,1.18179,0.15563,129,25,0.3116883116883117,0.57851,0.19413,1.13915,2.29293,0.19504,0.36426,224.0,3.8300396373081824,0.46706730550393294,67.39066416813957,13.950054947690287,0.2727272727272727,0.2937005407602822,0.25374906319178925,0.16023199377759856,0.14099024513012423,0.7592770331861728,0.1798459440371238
Platais_9,139.4009,-43.8957,0.187,0.002,7.836,0.071,-0.005,0.042,0.253,0.092,174,-1.46328,0.50445,0.13866,0.38546,-0.2,0.14972,1.20671,0.12744,136,27,0.18902439024390244,0.57759,0.23601,1.09105,4.27594,0.19061,0.40665,215.0,4.213294443854034,0.7447456906783436,73.3539224755497,20.767506238285986,0.16463414634146342,0.17103661931587294,0.14565593680597996,0.09932265019771525,0.08207626884323577,0.9344943028522418,0.30551001435824054
